,Unnamed: 0.1,index,Unnamed: 0,switch,in_port,eth_dst,packet_count,byte_count,userID,instanceID,runID,timestamp,stageID,appName,runtime,packet_count_shifted,packet_count_Average,byte_count_shifted,byte_count_Average,byte_count_Average_norm,packet_count_Average_norm,byte_scores,packet_scores,byte_anomaly,packet_anomaly
0,0,787,5,1,3,00:00:00:00:00:04,688,1039334,aaltosea1,rohe_test_isntance,experiment1,1700834502,rohe_test_stage,sdn,10,514,747.5000000000002,776246,861065.7999999999,0.0523462189201948,0.1392046840692852,-0.2315068855121063,-0.21870560876871115,-1,-1
1,1,788,5,1,3,00:00:00:00:00:04,927,1400702,aaltosea1,rohe_test_isntance,experiment1,1700834503,rohe_test_stage,sdn,11,517,740.3999999999999,781704,882233.7999999999,0.0591771687249119,0.1357404244937788,-0.1897422592867949,-0.18391153065904897,-1,-1
2,2,789,5,1,3,00:00:00:00:00:04,927,1400702,aaltosea1,rohe_test_isntance,experiment1,1700834504,rohe_test_stage,sdn,12,517,725.5000000000002,781704,919277.8,0.0711313308831667,0.1284703586240547,-0.1897422592867949,-0.18726421646201796,-1,-1
3,3,790,5,1,3,00:00:00:00:00:04,927,1400702,aaltosea1,rohe_test_isntance,experiment1,1700834505,rohe_test_stage,sdn,13,517,714.6000000000001,781704,964940.1999999998,0.0858666654619135,0.1231519882898268,-0.2315068855121063,-0.22632733850410347,-1,-1
4,4,791,5,1,3,00:00:00:00:00:04,927,1400702,aaltosea1,rohe_test_isntance,experiment1,1700834506,rohe_test_stage,sdn,14,517,730.6000000000001,781704,1003798.6000000002,0.09840633760343,0.1309587704318126,-0.22740288858031998,-0.20482717873136846,-1,-1
5,5,792,5,1,3,00:00:00:00:00:04,927,1400702,aaltosea1,rohe_test_isntance,experiment1,1700834507,rohe_test_stage,sdn,15,239,725.8999999999999,361368,1038121.0,0.1094822347867926,0.1286655281776042,-0.21803475919081827,-0.20540050627545903,-1,-1
6,6,793,6,1,3,00:00:00:00:00:04,1190,1798358,aaltosea1,rohe_test_isntance,experiment1,1700834508,rohe_test_stage,sdn,16,502,725.2,759024,1036911.4,0.1090918947979516,0.1283239814588924,-0.21803475919081827,-0.20597426107322736,-1,-1
7,7,794,6,1,3,00:00:00:00:00:04,1190,1798358,aaltosea1,rohe_test_isntance,experiment1,1700834509,rohe_test_stage,sdn,17,502,729.5000000000002,759024,1038877.0,0.1097261972798182,0.1304220541595512,-0.21572708187735112,-0.20253813473214066,-1,-1
8,8,795,6,1,3,00:00:00:00:00:04,1190,1798358,aaltosea1,rohe_test_isntance,experiment1,1700834510,rohe_test_stage,sdn,18,502,735.0000000000002,759024,1041300.4,0.1105082326046836,0.1331056355208588,-0.21572708187735112,-0.20082582233011892,-1,-1
9,9,796,6,1,3,00:00:00:00:00:04,1464,2211176,aaltosea1,rohe_test_isntance,experiment1,1700834511,rohe_test_stage,sdn,19,776,737.5000000000002,1171842,1047352.6000000002,0.112461287896072,0.1343254452305441,-0.21572708187735112,-0.2013961679936841,-1,-1
10,10,797,6,1,3,00:00:00:00:00:04,1464,2211176,aaltosea1,rohe_test_isntance,experiment1,1700834512,rohe_test_stage,sdn,20,776,743.0000000000002,1171842,1069885.6,0.1197327255354186,0.1370090265918517,-0.21572708187735112,-0.20654844344307022,-1,-1
11,11,798,7,1,3,00:00:00:00:00:04,1464,2211176,aaltosea1,rohe_test_isntance,experiment1,1700834513,rohe_test_stage,sdn,21,537,745.0000000000002,810474,1085614.6,0.1248085007375347,0.1379848743596,-0.21009238052071322,-0.20884945501943408,-1,-1
12,12,799,7,1,3,00:00:00:00:00:04,1464,2211176,aaltosea1,rohe_test_isntance,experiment1,1700834514,rohe_test_stage,sdn,22,537,756.1000000000001,810474,1081385.1999999995,0.1234436661237747,0.1434008294706026,-0.20894950670246182,-0.2094257800339141,-1,-1
13,13,800,7,1,3,00:00:00:00:00:04,1760,2658728,aaltosea1,rohe_test_isntance,experiment1,1700834515,rohe_test_stage,sdn,23,833,760.5000000000002,1258026,1073678.1999999995,0.1209566040420969,0.1455476945596487,-0.21457581928215452,-0.2094257800339141,-1,-1
14,14,801,7,1,3,00:00:00:00:00:04,1760,2658728,aaltosea1,rohe_test_isntance,experiment1,1700834516,rohe_test_stage,sdn,24,833,751.0000000000002,1258026,1069751.1999999995,0.1196893544255472,0.1409124176628446,-0.21457581928215452,-0.2094257800339141,-1,-1
15,15,802,7,1,3,00:00:00:00:00:04,1760,2658728,aaltosea1,rohe_test_isntance,experiment1,1700834517,rohe_test_stage,sdn,25,833,747.8999999999999,1258026,1070813.7999999998,0.1200322572629666,0.1393998536228347,-0.21457581928215452,-0.2094257800339141,-1,-1
16,16,803,7,1,3,00:00:00:00:00:04,1760,2658728,aaltosea1,rohe_test_isntance,experiment1,1700834518,rohe_test_stage,sdn,26,570,745.5000000000002,860370,1091230.0,0.1266205999218416,0.138228836301537,-0.20894950670246182,-0.2094257800339141,-1,-1
17,17,804,7,1,3,00:00:00:00:00:04,2110,3187928,aaltosea1,rohe_test_isntance,experiment1,1700834519,rohe_test_stage,sdn,27,920,734.6000000000001,1389570,1108021.6,0.1320392779613771,0.1329104659673091,-0.20894950670246182,-0.1991173323647215,-1,-1
18,18,805,7,1,3,00:00:00:00:00:04,3115,4707488,aaltosea1,rohe_test_isntance,experiment1,1700834520,rohe_test_stage,sdn,28,1925,729.8,2909130,1122688.0,0.1367721503260739,0.1305684313247133,-0.20894950670246182,-0.20082582233011892,-1,-1
19,19,806,7,1,3,00:00:00:00:00:04,6792,10267112,aaltosea1,rohe_test_isntance,experiment1,1700834521,rohe_test_stage,sdn,29,5328,732.3999999999999,8055936,1129038.4,0.138821435267489,0.1318370334227859,-0.20780833436099344,-0.200255901381577,-1,-1
20,20,807,7,1,3,00:00:00:00:00:04,8226,12432380,aaltosea1,rohe_test_isntance,experiment1,1700834522,rohe_test_stage,sdn,30,6762,734.2,10221204,1148996.7999999998,0.145262045083365,0.1327152964137594,-0.20780833436099344,-0.1991173323647215,-1,-1
21,21,808,7,1,3,00:00:00:00:00:04,8539,12905636,aaltosea1,rohe_test_isntance,experiment1,1700834523,rohe_test_stage,sdn,31,7075,732.8,10694460,1111045.6,0.1330151279334795,0.1320322029763356,-0.20894950670246182,-0.200255901381577,-1,-1
22,22,809,7,1,3,00:00:00:00:00:04,8752,13227692,aaltosea1,rohe_test_isntance,experiment1,1700834524,rohe_test_stage,sdn,32,7288,729.6000000000001,11016516,1081410.4,0.1234517982068756,0.1304708465479385,-0.20894950670246182,-0.20082582233011892,-1,-1
23,23,810,7,1,3,00:00:00:00:00:04,9016,13626860,aaltosea1,rohe_test_isntance,experiment1,1700834525,rohe_test_stage,sdn,33,7256,729.8999999999999,10968132,1049204.7999999998,0.1130589960039846,0.1306172237131006,-0.20835908005233128,-0.1946638720832633,-1,-1
24,24,811,7,1,3,00:00:00:00:00:04,9279,14024516,aaltosea1,rohe_test_isntance,experiment1,1700834526,rohe_test_stage,sdn,34,7519,734.3999999999999,11365788,1009892.8,0.100372946366653,0.1328128811905342,-0.21761034198470852,-0.1929691375892819,-1,-1
25,25,812,7,1,3,00:00:00:00:00:04,9531,14405540,aaltosea1,rohe_test_isntance,experiment1,1700834527,rohe_test_stage,sdn,35,7771,745.6000000000001,11746812,967103.1999999998,0.0865646692614034,0.1382776286899244,-0.2174905897954651,-0.1990837428762563,-1,-1
26,26,813,7,1,3,00:00:00:00:00:04,9806,14821340,aaltosea1,rohe_test_isntance,experiment1,1700834528,rohe_test_stage,sdn,36,8046,752.2,12162612,911612.8,0.0686578222733238,0.1414979263234935,-0.19698136428581725,-0.1990837428762563,-1,-1
27,27,814,8,1,3,00:00:00:00:00:04,10047,15185732,aaltosea1,rohe_test_isntance,experiment1,1700834529,rohe_test_stage,sdn,37,7937,772.1000000000001,11997804,859138.0000000001,0.0517241145629796,0.1512076116125884,-0.21288533460111592,-0.1990837428762563,-1,-1
28,28,815,8,1,3,00:00:00:00:00:04,10297,15563732,aaltosea1,rohe_test_isntance,experiment1,1700834530,rohe_test_stage,sdn,38,7182,776.2,10856244,808179.4,0.03527968718587,0.1532080995364723,-0.21288533460111592,-0.1990837428762563,-1,-1
29,29,816,8,1,3,00:00:00:00:00:04,10561,15962900,aaltosea1,rohe_test_isntance,experiment1,1700834531,rohe_test_stage,sdn,39,3769,775.8,5695788,757523.1999999998,0.0189328448059706,0.1530129299829226,-0.21288533460111592,-0.1990837428762563,-1,-1
30,30,817,8,1,3,00:00:00:00:00:04,10824,16360556,aaltosea1,rohe_test_isntance,experiment1,1700834532,rohe_test_stage,sdn,40,2598,775.3999999999999,3928176,698853.4,0.0,0.1528177604293729,-0.20944935940299603,-0.1962448556150388,-1,-1
31,31,818,8,1,3,00:00:00:00:00:04,11088,16759724,aaltosea1,rohe_test_isntance,experiment1,1700834533,rohe_test_stage,sdn,41,2549,780.8999999999999,3854088,716388.4,0.0056585744910106,0.1555013417906805,-0.20944935940299603,-0.1962448556150388,-1,-1
32,32,819,8,1,3,00:00:00:00:00:04,11329,17124116,aaltosea1,rohe_test_isntance,experiment1,1700834534,rohe_test_stage,sdn,42,2577,793.8999999999999,3896424,737552.1999999998,0.0124881689485441,0.161844352281044,-0.20944935940299603,-0.19228813593572314,-1,-1
33,33,820,8,1,3,00:00:00:00:00:04,11649,17607956,aaltosea1,rohe_test_isntance,experiment1,1700834535,rohe_test_stage,sdn,43,2633,815.0000000000002,3981096,776860.0000000001,0.0251728632386924,0.1721395462307881,-0.20944935940299603,-0.18381344648946518,-1,-1
34,34,821,8,1,3,00:00:00:00:00:04,12100,18289868,aaltosea1,rohe_test_isntance,experiment1,1700834536,rohe_test_stage,sdn,44,2821,832.0000000000002,4265352,823274.1999999998,0.0401508049632813,0.180434252256648,-0.20944935940299603,-0.18381344648946518,-1,-1
35,35,822,9,1,3,00:00:00:00:00:04,12100,18289868,aaltosea1,rohe_test_isntance,experiment1,1700834537,rohe_test_stage,sdn,45,2569,847.1000000000001,3884328,873922.0000000001,0.0564949366488137,0.1878019029031471,-0.20262331056882898,-0.17836068156548346,-1,-1
