,Unnamed: 0.1,index,Unnamed: 0,switch,in_port,eth_dst,packet_count,byte_count,userID,instanceID,runID,timestamp,stageID,appName,runtime,packet_count_shifted,packet_count_Average,byte_count_shifted,byte_count_Average,byte_count_Average_norm,packet_count_Average_norm,byte_scores,packet_scores,byte_anomaly,packet_anomaly
0,0,1585,7,1,4,00:00:00:00:00:02,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834503,rohe_test_stage,sdn,10,0,7.600000000000001,0,6924.4,0.154062287725654,0.1714285714285714,-0.23540037859039797,-0.21098205175677176,-1,-1
1,1,1586,7,1,4,00:00:00:00:00:02,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834504,rohe_test_stage,sdn,11,0,7.100000000000001,0,6591.999999999998,0.1369568349766368,0.1476190476190476,-0.1793063666829482,-0.17255627093003945,-1,-1
2,2,1587,7,1,4,00:00:00:00:00:02,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834505,rohe_test_stage,sdn,12,0,6.800000000000001,0,6377.6,0.1259237150326259,0.1333333333333333,-0.2011401970772203,-0.1540403423463368,-1,-1
3,3,1588,7,1,4,00:00:00:00:00:02,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834506,rohe_test_stage,sdn,13,0,6.800000000000001,0,6524.6,0.1334884008151334,0.1333333333333333,-0.19717445051572424,-0.1759719805079356,-1,-1
4,4,1589,7,1,4,00:00:00:00:00:02,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834507,rohe_test_stage,sdn,14,0,6.900000000000002,0,6730.6,0.144089253000144,0.1380952380952382,-0.20913399973465974,-0.17997631878971054,-1,-1
5,5,1590,8,1,4,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,1700834508,rohe_test_stage,sdn,15,1,7.0,42,6936.6,0.1546901051851547,0.1428571428571428,-0.22713406321444762,-0.18457834705009069,-1,-1
6,6,1591,8,1,4,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,1700834509,rohe_test_stage,sdn,16,1,7.199999999999999,42,7201.6,0.1683271237726683,0.1523809523809523,-0.21779180921820485,-0.19036958441055307,-1,-1
7,7,1592,8,1,4,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,1700834510,rohe_test_stage,sdn,17,1,7.400000000000002,42,7466.6,0.1819641423601819,0.161904761904762,-0.21021560491447355,-0.19855013706726676,-1,-1
8,8,1593,8,1,4,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,1700834511,rohe_test_stage,sdn,18,1,7.699999999999999,42,7790.6,0.1986373273501986,0.1761904761904761,-0.20452803102111394,-0.19555031284662572,-1,-1
9,9,1594,8,1,4,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,1700834512,rohe_test_stage,sdn,19,1,7.699999999999999,42,7937.6,0.2062020131327062,0.1761904761904761,-0.20281833008667471,-0.19555031284662572,-1,-1
10,10,1595,9,1,4,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,1700834513,rohe_test_stage,sdn,20,1,7.800000000000001,42,8088.799999999997,0.2139828327947138,0.1809523809523809,-0.19901000406709346,-0.19555031284662572,-1,-1
11,11,1596,9,1,4,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,1700834514,rohe_test_stage,sdn,21,1,7.699999999999999,42,8029.799999999997,0.2109466663922107,0.1761904761904761,-0.20281833008667471,-0.19555031284662572,-1,-1
12,12,1597,9,1,4,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,1700834515,rohe_test_stage,sdn,22,1,7.699999999999999,42,8121.999999999998,0.2156913196517155,0.1761904761904761,-0.19844378822917208,-0.19321322532602836,-1,-1
13,13,1598,9,1,4,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,1700834516,rohe_test_stage,sdn,23,1,7.800000000000001,42,8180.999999999998,0.2187274860542186,0.1809523809523809,-0.19844378822917208,-0.19321322532602836,-1,-1
14,14,1599,9,1,4,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,1700834517,rohe_test_stage,sdn,24,1,7.699999999999999,42,8067.199999999999,0.2128712871287127,0.1761904761904761,-0.19844378822917208,-0.19321322532602836,-1,-1
15,15,1600,9,1,4,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,1700834518,rohe_test_stage,sdn,25,0,7.600000000000001,0,7953.4,0.2070150882032069,0.1714285714285714,-0.20224927833120776,-0.2020822898878355,-1,-1
16,16,1601,9,1,4,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,1700834519,rohe_test_stage,sdn,26,0,7.5,0,7839.6,0.2011588892777011,0.1666666666666666,-0.20224927833120776,-0.200903151018355,-1,-1
17,17,1602,9,1,4,00:00:00:00:00:02,16,12032,aaltosea1,rohe_test_isntance,experiment1,1700834520,rohe_test_stage,sdn,27,15,7.5,11990,7784.799999999997,0.1983388567546981,0.1666666666666666,-0.2039577061154877,-0.200903151018355,-1,-1
18,18,1603,9,1,4,00:00:00:00:00:02,46,42092,aaltosea1,rohe_test_isntance,experiment1,1700834521,rohe_test_stage,sdn,28,45,7.5,42050,7729.999999999998,0.1955188242316954,0.1666666666666666,-0.2039577061154877,-0.200903151018355,-1,-1
19,19,1604,9,1,4,00:00:00:00:00:02,57,53192,aaltosea1,rohe_test_isntance,experiment1,1700834522,rohe_test_stage,sdn,29,56,7.600000000000001,53150,7641.999999999998,0.1909903048516908,0.1714285714285714,-0.2039577061154877,-0.2020822898878355,-1,-1
20,20,1605,9,1,4,00:00:00:00:00:02,59,55294,aaltosea1,rohe_test_isntance,experiment1,1700834523,rohe_test_stage,sdn,30,58,7.800000000000001,55252,7558.199999999999,0.1866779193511865,0.1809523809523809,-0.2039577061154877,-0.19321322532602836,-1,-1
21,21,1606,9,1,4,00:00:00:00:00:02,61,57396,aaltosea1,rohe_test_isntance,experiment1,1700834524,rohe_test_stage,sdn,31,60,8.400000000000002,57354,7894.799999999997,0.2039995059797038,0.2095238095238096,-0.20224927833120776,-0.19146497411395946,-1,-1
22,22,1607,9,1,4,00:00:00:00:00:02,63,59498,aaltosea1,rohe_test_isntance,experiment1,1700834525,rohe_test_stage,sdn,32,62,8.400000000000002,59456,7600.799999999997,0.1888701344146887,0.2095238095238096,-0.2039577061154877,-0.19146497411395946,-1,-1
23,23,1608,9,1,4,00:00:00:00:00:02,65,61600,aaltosea1,rohe_test_isntance,experiment1,1700834526,rohe_test_stage,sdn,33,64,8.100000000000001,61558,7129.799999999997,0.1646322636421644,0.1952380952380953,-0.21547359248423004,-0.18740088325631998,-1,-1
24,24,1609,9,1,4,00:00:00:00:00:02,67,63702,aaltosea1,rohe_test_isntance,experiment1,1700834527,rohe_test_stage,sdn,34,66,7.900000000000002,63660,6827.4,0.149070624318149,0.1857142857142858,-0.21200919368086646,-0.1885598903768254,-1,-1
25,25,1610,9,1,4,00:00:00:00:00:02,70,66394,aaltosea1,rohe_test_isntance,experiment1,1700834528,rohe_test_stage,sdn,35,69,7.699999999999999,66352,6524.999999999998,0.1335089849941333,0.1761904761904761,-0.18930472774336216,-0.18624360163138154,-1,-1
26,26,1611,10,1,4,00:00:00:00:00:02,73,68538,aaltosea1,rohe_test_isntance,experiment1,1700834529,rohe_test_stage,sdn,36,72,7.5,68496,6222.6,0.1179473456701179,0.1666666666666666,-0.2143170719439409,-0.1938650912749884,-1,-1
27,27,1612,10,1,4,00:00:00:00:00:02,75,70092,aaltosea1,rohe_test_isntance,experiment1,1700834530,rohe_test_stage,sdn,37,59,6.900000000000002,58060,5591.999999999998,0.0854963874765853,0.1380952380952382,-0.2143170719439409,-0.16972148542819931,-1,-1
28,28,1613,10,1,4,00:00:00:00:00:02,77,72194,aaltosea1,rohe_test_isntance,experiment1,1700834531,rohe_test_stage,sdn,38,31,6.300000000000001,30102,4961.4,0.053045429283053,0.1095238095238095,-0.2143170719439409,-0.16577048260572036,-1,-1
29,29,1614,10,1,4,00:00:00:00:00:02,80,74886,aaltosea1,rohe_test_isntance,experiment1,1700834532,rohe_test_stage,sdn,39,23,6.100000000000001,21694,4751.199999999999,0.0422284432185421,0.1,-0.21316227319727155,-0.16633365096678687,-1,-1
30,30,1615,10,1,4,00:00:00:00:00:02,82,76988,aaltosea1,rohe_test_isntance,experiment1,1700834533,rohe_test_stage,sdn,40,23,5.699999999999999,21694,4532.6,0.0309791893950309,0.0809523809523809,-0.211433297834008,-0.16464540368236413,-1,-1
31,31,1616,10,1,4,00:00:00:00:00:02,84,79090,aaltosea1,rohe_test_isntance,experiment1,1700834534,rohe_test_stage,sdn,41,23,5.100000000000001,21694,4103.799999999997,0.0089129495070087,0.0523809523809524,-0.211433297834008,-0.16464540368236413,-1,-1
