,Unnamed: 0.1,index,Unnamed: 0,switch,in_port,eth_dst,packet_count,byte_count,userID,instanceID,runID,timestamp,stageID,appName,runtime,packet_count_shifted,packet_count_Average,byte_count_shifted,byte_count_Average,byte_count_Average_norm,packet_count_Average_norm,byte_scores,packet_scores,byte_anomaly,packet_anomaly
0,0,2772,13,1,4,00:00:00:00:00:07,4,168,aaltosea1,rohe_test_isntance,experiment1,1700834530,rohe_test_stage,sdn,10,3,5.100000000000001,126,4913.200000000001,0.0482614801889603,0.0572916666666667,-0.2199053491752132,-0.2282860624853239,-1,-1
1,1,2773,13,1,4,00:00:00:00:00:07,5,210,aaltosea1,rohe_test_isntance,experiment1,1700834531,rohe_test_stage,sdn,11,4,5.199999999999999,168,4400.600000000002,0.0209920415372176,0.0624999999999999,-0.16614190959246422,-0.19123758260294987,-1,-1
2,2,2774,13,1,4,00:00:00:00:00:07,5,210,aaltosea1,rohe_test_isntance,experiment1,1700834532,rohe_test_stage,sdn,12,4,5.400000000000002,168,4308.4000000000015,0.0160871600629868,0.0729166666666667,-0.160092967970901,-0.18846131355667228,-1,-1
3,3,2775,13,1,4,00:00:00:00:00:07,5,210,aaltosea1,rohe_test_isntance,experiment1,1700834533,rohe_test_stage,sdn,13,3,5.600000000000001,126,4006.0,0.0,0.0833333333333334,-0.2104862270730069,-0.22420948860171663,-1,-1
4,4,2776,13,1,4,00:00:00:00:00:07,5,210,aaltosea1,rohe_test_isntance,experiment1,1700834534,rohe_test_stage,sdn,14,2,5.600000000000001,84,4090.800000000003,0.0045112141975572,0.0833333333333334,-0.20407539782986017,-0.22420948860171663,-1,-1
5,5,2777,13,1,4,00:00:00:00:00:07,6,252,aaltosea1,rohe_test_isntance,experiment1,1700834535,rohe_test_stage,sdn,15,3,5.600000000000001,126,4031.800000000003,0.0013725156402946,0.0833333333333334,-0.20698289964554228,-0.22420948860171663,-1,-1
6,6,2778,13,1,4,00:00:00:00:00:07,6,252,aaltosea1,rohe_test_isntance,experiment1,1700834536,rohe_test_stage,sdn,16,3,5.600000000000001,126,4031.800000000003,0.0013725156402946,0.0833333333333334,-0.20465603215021733,-0.22246888244847096,-1,-1
7,7,2779,14,1,4,00:00:00:00:00:07,6,252,aaltosea1,rohe_test_isntance,experiment1,1700834537,rohe_test_stage,sdn,17,3,5.600000000000001,126,4031.800000000003,0.0013725156402946,0.0833333333333334,-0.20465603215021733,-0.22246888244847096,-1,-1
8,8,2780,14,1,4,00:00:00:00:00:07,6,252,aaltosea1,rohe_test_isntance,experiment1,1700834538,rohe_test_stage,sdn,18,3,5.600000000000001,126,4031.800000000003,0.0013725156402946,0.0833333333333334,-0.20465603215021733,-0.22246888244847096,-1,-1
9,9,2781,14,1,4,00:00:00:00:00:07,7,294,aaltosea1,rohe_test_isntance,experiment1,1700834539,rohe_test_stage,sdn,19,3,5.699999999999999,126,4334.200000000001,0.0174596757032813,0.0885416666666666,-0.18007524837384548,-0.22246888244847096,-1,-1
10,10,2782,14,1,4,00:00:00:00:00:07,7,294,aaltosea1,rohe_test_isntance,experiment1,1700834540,rohe_test_stage,sdn,20,3,5.900000000000002,126,4905.800000000003,0.0478678129122868,0.0989583333333334,-0.20814893604179885,-0.21727034289716263,-1,-1
11,11,2783,15,1,4,00:00:00:00:00:07,7,294,aaltosea1,rohe_test_isntance,experiment1,1700834541,rohe_test_stage,sdn,21,2,6.199999999999999,84,5418.4000000000015,0.0751372515640295,0.1145833333333333,-0.1916240481492777,-0.2074790265188151,-1,-1
12,12,2784,15,1,4,00:00:00:00:00:07,8,336,aaltosea1,rohe_test_isntance,experiment1,1700834542,rohe_test_stage,sdn,22,3,6.400000000000002,126,5720.800000000003,0.0912244116270163,0.1250000000000001,-0.1916240481492777,-0.2074790265188151,-1,-1
13,13,2785,15,1,4,00:00:00:00:00:07,8,336,aaltosea1,rohe_test_isntance,experiment1,1700834543,rohe_test_stage,sdn,23,3,6.400000000000002,126,6027.4000000000015,0.1075350044686556,0.1250000000000001,-0.1910531182586076,-0.2074790265188151,-1,-1
14,14,2786,15,1,4,00:00:00:00:00:07,16,672,aaltosea1,rohe_test_isntance,experiment1,1700834544,rohe_test_stage,sdn,24,11,7.0,462,6157.0,0.114429501638507,0.15625,-0.189342878220912,-0.2020612275374628,-1,-1
15,15,2787,15,1,4,00:00:00:00:00:07,16,672,aaltosea1,rohe_test_isntance,experiment1,1700834545,rohe_test_stage,sdn,25,10,7.199999999999999,420,6673.800000000003,0.1419223730689025,0.1666666666666666,-0.18650095797180455,-0.19912812061056362,-1,-1
16,16,2788,15,1,4,00:00:00:00:00:07,34,1428,aaltosea1,rohe_test_isntance,experiment1,1700834546,rohe_test_stage,sdn,26,28,7.400000000000002,1176,7249.600000000002,0.1725539430565605,0.1770833333333334,-0.18650095797180455,-0.19632251634800701,-1,-1
17,17,2789,15,1,4,00:00:00:00:00:07,34,1428,aaltosea1,rohe_test_isntance,experiment1,1700834547,rohe_test_stage,sdn,27,28,7.600000000000001,1176,7825.4000000000015,0.2031855130442185,0.1875,-0.18197584569469472,-0.19632251634800701,-1,-1
18,18,2790,15,1,4,00:00:00:00:00:07,34,1428,aaltosea1,rohe_test_isntance,experiment1,1700834548,rohe_test_stage,sdn,28,28,7.800000000000001,1176,8401.2,0.2338170830318764,0.1979166666666667,-0.17960677929395596,-0.19632251634800701,-1,-1
19,19,2791,15,1,4,00:00:00:00:00:07,34,1428,aaltosea1,rohe_test_isntance,experiment1,1700834549,rohe_test_stage,sdn,29,27,8.0,1134,8825.800000000003,0.2564050729880412,0.2083333333333333,-0.1762411638705511,-0.19632251634800701,-1,-1
20,20,2792,15,1,4,00:00:00:00:00:07,34,1428,aaltosea1,rohe_test_isntance,experiment1,1700834550,rohe_test_stage,sdn,30,27,8.0,1134,8678.800000000003,0.2485849257352004,0.2083333333333333,-0.1784832356176037,-0.19632251634800701,-1,-1
