,Unnamed: 0.1,index,Unnamed: 0,switch,in_port,eth_dst,packet_count,byte_count,userID,instanceID,runID,timestamp,stageID,appName,runtime,packet_count_shifted,packet_count_Average,byte_count_shifted,byte_count_Average,byte_count_Average_norm,packet_count_Average_norm,byte_scores,packet_scores,byte_anomaly,packet_anomaly
0,0,5456,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834568,rohe_test_stage,sdn,10,0,0.0,0,0.0,0.0,0.0,-0.21367185888542528,-0.22759006775922985,-1,-1
1,1,5457,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834569,rohe_test_stage,sdn,11,0,0.0,0,0.0,0.0,0.0,-0.17125605104037078,-0.18641303786476915,-1,-1
2,2,5458,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834570,rohe_test_stage,sdn,12,0,0.0,0,0.0,0.0,0.0,-0.16570143477639088,-0.17976237122773042,-1,-1
3,3,5459,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834571,rohe_test_stage,sdn,13,0,0.0,0,0.0,0.0,0.0,-0.20081661910520576,-0.21361827774205377,-1,-1
4,4,5460,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834572,rohe_test_stage,sdn,14,0,0.0,0,0.0,0.0,0.0,-0.20081661910520576,-0.21361827774205377,-1,-1
5,5,5461,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834573,rohe_test_stage,sdn,15,0,0.0,0,0.0,0.0,0.0,-0.20081661910520576,-0.21361827774205377,-1,-1
6,6,5462,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834574,rohe_test_stage,sdn,16,0,0.0,0,0.0,0.0,0.0,-0.1979242392265924,-0.20947097678747717,-1,-1
7,7,5463,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834575,rohe_test_stage,sdn,17,0,0.0,0,0.0,0.0,0.0,-0.1979242392265924,-0.20947097678747717,-1,-1
8,8,5464,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834576,rohe_test_stage,sdn,18,0,0.0,0,0.0,0.0,0.0,-0.1979242392265924,-0.20947097678747717,-1,-1
9,9,5465,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834577,rohe_test_stage,sdn,19,0,0.0,0,0.0,0.0,0.0,-0.1979242392265924,-0.20947097678747717,-1,-1
10,10,5466,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834578,rohe_test_stage,sdn,20,0,0.0,0,0.0,0.0,0.0,-0.1979242392265924,-0.20947097678747717,-1,-1
11,11,5467,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834579,rohe_test_stage,sdn,21,0,0.0,0,0.0,0.0,0.0,-0.1979242392265924,-0.20947097678747717,-1,-1
12,12,5468,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834580,rohe_test_stage,sdn,22,0,0.0,0,0.0,0.0,0.0,-0.1979242392265924,-0.20947097678747717,-1,-1
13,13,5469,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834581,rohe_test_stage,sdn,23,0,0.0,0,0.0,0.0,0.0,-0.1979242392265924,-0.20947097678747717,-1,-1
14,14,5470,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834582,rohe_test_stage,sdn,24,0,0.0,0,0.0,0.0,0.0,-0.1979242392265924,-0.20947097678747717,-1,-1
15,15,5471,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834583,rohe_test_stage,sdn,25,0,0.0,0,0.0,0.0,0.0,-0.1979242392265924,-0.20947097678747717,-1,-1
