,Unnamed: 0.1,index,Unnamed: 0,switch,in_port,eth_dst,packet_count,byte_count,userID,instanceID,runID,timestamp,stageID,appName,runtime,packet_count_shifted,packet_count_Average,byte_count_shifted,byte_count_Average,byte_count_Average_norm,packet_count_Average_norm,byte_scores,packet_scores,byte_anomaly,packet_anomaly
0,0,6385,4,2,3,00:00:00:00:00:05,6427,9712292,aaltosea1,rohe_test_isntance,experiment1,1700834547,rohe_test_stage,sdn,10,6313,3959.2,9540846,5982687.6,0.2836169944930799,0.2836609104266989,-0.24045421173451054,-0.23473794990065622,-1,-1
1,1,6386,4,2,3,00:00:00:00:00:05,6427,9712292,aaltosea1,rohe_test_isntance,experiment1,1700834548,rohe_test_stage,sdn,11,6313,4579.1,9540846,6919627.6,0.3287131068158316,0.3287530733084074,-0.2082617160428667,-0.2008584640990202,-1,-1
2,2,6387,4,2,3,00:00:00:00:00:05,6427,9712292,aaltosea1,rohe_test_isntance,experiment1,1700834549,rohe_test_stage,sdn,12,6313,5199.0,9540846,7856567.6,0.3738092191385833,0.3738452361901159,-0.21108175780568972,-0.20480064700179645,-1,-1
3,3,6388,4,2,3,00:00:00:00:00:05,6427,9712292,aaltosea1,rohe_test_isntance,experiment1,1700834550,rohe_test_stage,sdn,13,6128,5781.9,9261126,8737563.6,0.4162126756799786,0.4162459810582364,-0.257660663088889,-0.25615367159417557,-1,-1
4,4,6389,4,2,3,00:00:00:00:00:05,6427,9712292,aaltosea1,rohe_test_isntance,experiment1,1700834551,rohe_test_stage,sdn,14,4218,5982.8,6374676,9041269.6,0.4308304312343296,0.4308596534617455,-0.257660663088889,-0.25615367159417557,-1,-1
5,5,6390,4,2,3,00:00:00:00:00:05,6427,9712292,aaltosea1,rohe_test_isntance,experiment1,1700834553,rohe_test_stage,sdn,16,1592,5658.5,2407104,8551461.2,0.4072553307764269,0.4072697382777834,-0.2516853681984087,-0.24775702336006378,-1,-1
6,6,6391,4,2,3,00:00:00:00:00:05,6427,9712292,aaltosea1,rohe_test_isntance,experiment1,1700834554,rohe_test_stage,sdn,17,0,5015.8,0,7580232.0,0.3605088357027443,0.3605190799714855,-0.22476513812515175,-0.21904887629129743,-1,-1
7,7,6392,4,2,3,00:00:00:00:00:05,6427,9712292,aaltosea1,rohe_test_isntance,experiment1,1700834555,rohe_test_stage,sdn,18,0,4373.1,0,6609002.8,0.3137623406290616,0.3137684216651876,-0.22706958048723702,-0.22077656415145763,-1,-1
8,8,6393,4,2,3,00:00:00:00:00:05,6427,9712292,aaltosea1,rohe_test_isntance,experiment1,1700834556,rohe_test_stage,sdn,19,0,3730.4,0,5637773.6,0.2670158455553789,0.2670177633588897,-0.2297882594961972,-0.2238099721739636,-1,-1
9,9,6394,4,2,3,00:00:00:00:00:05,6427,9712292,aaltosea1,rohe_test_isntance,experiment1,1700834557,rohe_test_stage,sdn,20,0,3087.7,0,4666544.4,0.2202693504816963,0.2202671050525917,-0.17959259773142244,-0.17917877621610945,-1,-1
10,10,6395,6,2,3,00:00:00:00:00:05,6576,9937580,aaltosea1,rohe_test_isntance,experiment1,1700834558,rohe_test_stage,sdn,21,149,2471.3,225288,3734988.6,0.1754323865440794,0.1754295357667632,-0.1554664660175764,-0.15329611033862844,-1,-1
11,11,6396,6,2,3,00:00:00:00:00:05,6576,9937580,aaltosea1,rohe_test_isntance,experiment1,1700834559,rohe_test_stage,sdn,22,149,1854.9,225288,2803432.8,0.1305954226064624,0.1305919664809346,-0.13685426888554564,-0.1325558174317114,-1,-1
12,12,6397,6,2,3,00:00:00:00:00:05,6576,9937580,aaltosea1,rohe_test_isntance,experiment1,1700834560,rohe_test_stage,sdn,23,149,1238.5,225288,1871877.0,0.0857584586688455,0.085754397195106,-0.14833336038175282,-0.14313560725390295,-1,-1
13,13,6398,6,2,3,00:00:00:00:00:05,6576,9937580,aaltosea1,rohe_test_isntance,experiment1,1700834561,rohe_test_stage,sdn,24,149,640.6,225288,968293.2,0.0422678226219068,0.0422625369160714,-0.14833336038175282,-0.14313560725390295,-1,-1
14,14,6399,6,2,3,00:00:00:00:00:05,6576,9937580,aaltosea1,rohe_test_isntance,experiment1,1700834562,rohe_test_stage,sdn,25,149,233.7,225288,353354.4,0.0126700370684902,0.0126642128693425,-0.14833336038175282,-0.14313560725390295,-1,-1
15,15,6400,6,2,3,00:00:00:00:00:05,6576,9937580,aaltosea1,rohe_test_isntance,experiment1,1700834563,rohe_test_stage,sdn,26,149,89.4,225288,135172.8,0.0021686795212005,0.0021676826163492,-0.14833336038175282,-0.14313560725390295,-1,-1
16,16,6401,6,2,3,00:00:00:00:00:05,6576,9937580,aaltosea1,rohe_test_isntance,experiment1,1700834564,rohe_test_stage,sdn,27,149,104.3,225288,157701.6,0.0032530192818007,0.0032515239245239,-0.14833336038175282,-0.14313560725390295,-1,-1
17,17,6402,6,2,3,00:00:00:00:00:05,6576,9937580,aaltosea1,rohe_test_isntance,experiment1,1700834565,rohe_test_stage,sdn,28,149,119.2,225288,180230.4,0.004337359042401,0.0043353652326985,-0.14833336038175282,-0.14313560725390295,-1,-1
18,18,6403,6,2,3,00:00:00:00:00:05,6576,9937580,aaltosea1,rohe_test_isntance,experiment1,1700834566,rohe_test_stage,sdn,29,149,134.1,225288,202759.2,0.0054216988030013,0.0054192065408731,-0.14833336038175282,-0.14313560725390295,-1,-1
19,19,6404,6,2,3,00:00:00:00:00:05,6576,9937580,aaltosea1,rohe_test_isntance,experiment1,1700834567,rohe_test_stage,sdn,30,149,149.0,225288,225288.0,0.0065060385636015,0.0065030478490478,-0.14678014979776743,-0.14158123919032117,-1,-1
20,20,6405,6,2,3,00:00:00:00:00:05,6576,9937580,aaltosea1,rohe_test_isntance,experiment1,1700834568,rohe_test_stage,sdn,31,0,134.1,0,202759.2,0.0054216988030013,0.0054192065408731,-0.145230406483548,-0.14003034098037526,-1,-1
21,21,6406,6,2,3,00:00:00:00:00:05,6576,9937580,aaltosea1,rohe_test_isntance,experiment1,1700834569,rohe_test_stage,sdn,32,0,119.2,0,180230.4,0.004337359042401,0.0043353652326985,-0.144199166712081,-0.13899833271105833,-1,-1
22,22,6407,6,2,3,00:00:00:00:00:05,6576,9937580,aaltosea1,rohe_test_isntance,experiment1,1700834570,rohe_test_stage,sdn,33,0,104.3,0,157701.6,0.0032530192818007,0.0032515239245239,-0.144199166712081,-0.13899833271105833,-1,-1
23,23,6408,6,2,3,00:00:00:00:00:05,6576,9937580,aaltosea1,rohe_test_isntance,experiment1,1700834571,rohe_test_stage,sdn,34,0,89.4,0,135172.8,0.0021686795212005,0.0021676826163492,-0.144199166712081,-0.13899833271105833,-1,-1
