,switch,in_port,eth_dst,packet_count,byte_count,userID,instanceID,runID,timestamp,stageID,appName,scores,anomaly
39,1,4,00:00:00:00:00:03,26,24012,aaltosea1,rohe_test_isntance,experiment1,10.032953262329102,rohe_test_stage,sdn,-272296.4396564476,-1
42,1,4,00:00:00:00:00:03,12,9298,aaltosea1,rohe_test_isntance,experiment1,10.036526203155518,rohe_test_stage,sdn,-11318.507798624652,-1
52,1,4,00:00:00:00:00:06,24,24302,aaltosea1,rohe_test_isntance,experiment1,10.033936023712158,rohe_test_stage,sdn,-0.21131047313702167,-1
54,2,1,00:00:00:00:00:02,-824,-811208,aaltosea1,rohe_test_isntance,experiment1,14.038681983947754,rohe_test_stage,sdn,-99164.64209304503,-1
60,2,1,00:00:00:00:00:02,-828,-812472,aaltosea1,rohe_test_isntance,experiment1,14.037655115127563,rohe_test_stage,sdn,-7058.481304240269,-1
65,2,1,00:00:00:00:00:07,13,11732,aaltosea1,rohe_test_isntance,experiment1,10.039145946502686,rohe_test_stage,sdn,-0.14365355450608241,-1
72,2,1,00:00:00:00:00:08,-809,-798096,aaltosea1,rohe_test_isntance,experiment1,14.032522201538086,rohe_test_stage,sdn,-152050.5657433726,-1
76,2,1,00:00:00:00:00:08,30,27294,aaltosea1,rohe_test_isntance,experiment1,10.032624006271362,rohe_test_stage,sdn,-3.984919269233977,-1
81,2,2,00:00:00:00:00:02,22,21104,aaltosea1,rohe_test_isntance,experiment1,10.03476095199585,rohe_test_stage,sdn,-8.189780920102304,-1
82,2,2,00:00:00:00:00:02,22,20730,aaltosea1,rohe_test_isntance,experiment1,10.042255878448486,rohe_test_stage,sdn,-5.7929700487713625,-1
85,2,2,00:00:00:00:00:02,-822,-802652,aaltosea1,rohe_test_isntance,experiment1,14.038681983947754,rohe_test_stage,sdn,-361497.17918784084,-1
89,2,2,00:00:00:00:00:02,20,19550,aaltosea1,rohe_test_isntance,experiment1,10.040570974349976,rohe_test_stage,sdn,-3399.261885493343,-1
0,1,2,00:00:00:00:00:04,490,740880,aaltosea1,rohe_test_isntance,experiment1,10.030467987060547,rohe_test_stage,sdn,-26.70716089443357,-1
2,1,2,00:00:00:00:00:04,535,807450,aaltosea1,rohe_test_isntance,experiment1,10.036526203155518,rohe_test_stage,sdn,-1.738532338474489,-1
4,1,2,00:00:00:00:00:04,245,369518,aaltosea1,rohe_test_isntance,experiment1,10.038948059082031,rohe_test_stage,sdn,-571266.8777794086,-1
8,1,2,00:00:00:00:00:04,245,369518,aaltosea1,rohe_test_isntance,experiment1,10.041806936264038,rohe_test_stage,sdn,-571266.8777794937,-1
9,1,3,00:00:00:00:00:04,537,810474,aaltosea1,rohe_test_isntance,experiment1,10.03105092048645,rohe_test_stage,sdn,-2452992.8003838016,-1
12,1,3,00:00:00:00:00:04,490,739410,aaltosea1,rohe_test_isntance,experiment1,10.03098201751709,rohe_test_stage,sdn,-4172392.120451837,-1
13,1,3,00:00:00:00:00:04,920,1389570,aaltosea1,rohe_test_isntance,experiment1,10.031291961669922,rohe_test_stage,sdn,-28290929.539193578,-1
17,1,3,00:00:00:00:00:04,514,776246,aaltosea1,rohe_test_isntance,experiment1,10.024753332138062,rohe_test_stage,sdn,-831686.7103847177,-1
20,1,4,00:00:00:00:00:01,22,21652,aaltosea1,rohe_test_isntance,experiment1,10.036088943481445,rohe_test_stage,sdn,-6819.27034348258,-1
21,1,4,00:00:00:00:00:01,59,58608,aaltosea1,rohe_test_isntance,experiment1,10.0278799533844,rohe_test_stage,sdn,-0.3752147328356761,-1
22,1,4,00:00:00:00:00:01,10,9040,aaltosea1,rohe_test_isntance,experiment1,10.031631231307983,rohe_test_stage,sdn,-0.11574074033838144,-1
26,1,4,00:00:00:00:00:01,10,9040,aaltosea1,rohe_test_isntance,experiment1,10.033797979354858,rohe_test_stage,sdn,-0.1157407404156876,-1
31,1,4,00:00:00:00:00:02,2,2102,aaltosea1,rohe_test_isntance,experiment1,10.024914026260376,rohe_test_stage,sdn,-10.015589256894646,-1
38,1,4,00:00:00:00:00:03,17,17406,aaltosea1,rohe_test_isntance,experiment1,10.041624069213867,rohe_test_stage,sdn,-0.30609698681277586,-1
39,1,4,00:00:00:00:00:03,61,60336,aaltosea1,rohe_test_isntance,experiment1,10.0278799533844,rohe_test_stage,sdn,-0.8168951671506539,-1
42,1,4,00:00:00:00:00:03,54,57128,aaltosea1,rohe_test_isntance,experiment1,10.023966073989868,rohe_test_stage,sdn,-4.802203315242547,-1
50,1,4,00:00:00:00:00:06,60,59198,aaltosea1,rohe_test_isntance,experiment1,10.028505802154541,rohe_test_stage,sdn,-0.7833529146854703,-1
55,2,1,00:00:00:00:00:02,85,84464,aaltosea1,rohe_test_isntance,experiment1,10.040074825286865,rohe_test_stage,sdn,-483009.2884963342,-1
59,2,1,00:00:00:00:00:02,13,10436,aaltosea1,rohe_test_isntance,experiment1,10.036181926727295,rohe_test_stage,sdn,-175615.49523857076,-1
67,2,1,00:00:00:00:00:07,34,31498,aaltosea1,rohe_test_isntance,experiment1,10.032624006271362,rohe_test_stage,sdn,-7.866275746969054,-1
74,2,1,00:00:00:00:00:08,20,19176,aaltosea1,rohe_test_isntance,experiment1,10.031015157699585,rohe_test_stage,sdn,-158030.55307144596,-1
75,2,1,00:00:00:00:00:08,-810,-798686,aaltosea1,rohe_test_isntance,experiment1,14.035753011703491,rohe_test_stage,sdn,-2.0856685024157047,-1
76,2,1,00:00:00:00:00:08,89,85902,aaltosea1,rohe_test_isntance,experiment1,10.044095993041992,rohe_test_stage,sdn,-0.8405398206455432,-1
88,2,2,00:00:00:00:00:02,58,58018,aaltosea1,rohe_test_isntance,experiment1,10.037652015686035,rohe_test_stage,sdn,-6.983451520026142,-1
3,1,2,00:00:00:00:00:04,458,691026,aaltosea1,rohe_test_isntance,experiment1,10.031291961669922,rohe_test_stage,sdn,-26.099303285079785,-1
9,1,3,00:00:00:00:00:04,1393,2104746,aaltosea1,rohe_test_isntance,experiment1,10.039145946502686,rohe_test_stage,sdn,-1.7192993330009156,-1
12,1,3,00:00:00:00:00:04,776,1171842,aaltosea1,rohe_test_isntance,experiment1,10.035199880599976,rohe_test_stage,sdn,-0.6499999999999875,-1
18,1,4,00:00:00:00:00:01,66,65504,aaltosea1,rohe_test_isntance,experiment1,10.021783113479614,rohe_test_stage,sdn,-0.6563559321786139,-1
22,1,4,00:00:00:00:00:01,45,45912,aaltosea1,rohe_test_isntance,experiment1,10.028203964233398,rohe_test_stage,sdn,-1.9262640021175015,-1
23,1,4,00:00:00:00:00:01,24,23754,aaltosea1,rohe_test_isntance,experiment1,10.033936023712158,rohe_test_stage,sdn,-20.36938773503678,-1
29,1,4,00:00:00:00:00:02,3,2692,aaltosea1,rohe_test_isntance,experiment1,10.029335021972656,rohe_test_stage,sdn,-2306061.892537912,-1
32,1,4,00:00:00:00:00:02,23,21694,aaltosea1,rohe_test_isntance,experiment1,10.030220031738281,rohe_test_stage,sdn,-1.0985154825705425,-1
38,1,4,00:00:00:00:00:03,4,4204,aaltosea1,rohe_test_isntance,experiment1,10.029335021972656,rohe_test_stage,sdn,-1.0627118643289832,-1
40,1,4,00:00:00:00:00:03,2,2102,aaltosea1,rohe_test_isntance,experiment1,10.024914026260376,rohe_test_stage,sdn,-2.4458509432559783,-1
42,1,4,00:00:00:00:00:03,18,18918,aaltosea1,rohe_test_isntance,experiment1,10.036693096160889,rohe_test_stage,sdn,-12.547618790971693,-1
49,1,4,00:00:00:00:00:06,6,4836,aaltosea1,rohe_test_isntance,experiment1,10.027284860610962,rohe_test_stage,sdn,-114530.49329727283,-1
55,2,1,00:00:00:00:00:02,71,69750,aaltosea1,rohe_test_isntance,experiment1,10.034358024597168,rohe_test_stage,sdn,-3.873845958535271,-1
56,2,1,00:00:00:00:00:02,-828,-812472,aaltosea1,rohe_test_isntance,experiment1,14.037655115127563,rohe_test_stage,sdn,-7058.481304240269,-1
59,2,1,00:00:00:00:00:02,12,13534,aaltosea1,rohe_test_isntance,experiment1,10.034219980239868,rohe_test_stage,sdn,-1.180232556976987,-1
61,2,1,00:00:00:00:00:02,-824,-811208,aaltosea1,rohe_test_isntance,experiment1,14.038681983947754,rohe_test_stage,sdn,-235842.79551948622,-1
62,2,1,00:00:00:00:00:02,-825,-811798,aaltosea1,rohe_test_isntance,experiment1,14.03606104850769,rohe_test_stage,sdn,-117920.64775996815,-1
67,2,1,00:00:00:00:00:07,34,31498,aaltosea1,rohe_test_isntance,experiment1,10.032624006271362,rohe_test_stage,sdn,-10.172029971321134,-1
72,2,1,00:00:00:00:00:08,-810,-798686,aaltosea1,rohe_test_isntance,experiment1,14.035753011703491,rohe_test_stage,sdn,-2.0856685024157047,-1
73,2,1,00:00:00:00:00:08,21,20688,aaltosea1,rohe_test_isntance,experiment1,10.033549785614014,rohe_test_stage,sdn,-0.06673824977916087,-1
76,2,1,00:00:00:00:00:08,20,19550,aaltosea1,rohe_test_isntance,experiment1,10.03578805923462,rohe_test_stage,sdn,-12632.445040022822,-1
78,2,1,00:00:00:00:00:08,6,3540,aaltosea1,rohe_test_isntance,experiment1,10.040358781814575,rohe_test_stage,sdn,-2051015.9107552324,-1
80,2,1,00:00:00:00:00:08,30,27294,aaltosea1,rohe_test_isntance,experiment1,10.032624006271362,rohe_test_stage,sdn,-5.832839299191191,-1
81,2,2,00:00:00:00:00:02,0,0,aaltosea1,rohe_test_isntance,experiment1,10.032953262329102,rohe_test_stage,sdn,-0.025504356318121202,-1
0,1,2,00:00:00:00:00:04,1157,1749384,aaltosea1,rohe_test_isntance,experiment1,10.036693096160889,rohe_test_stage,sdn,-0.24999999999964784,-1
3,1,2,00:00:00:00:00:04,1425,2153130,aaltosea1,rohe_test_isntance,experiment1,10.034116983413696,rohe_test_stage,sdn,-4.341439343692866,-1
10,1,3,00:00:00:00:00:04,3769,5695788,aaltosea1,rohe_test_isntance,experiment1,10.027384996414185,rohe_test_stage,sdn,-4.676935923354133,-1
15,1,3,00:00:00:00:00:04,2228,3365796,aaltosea1,rohe_test_isntance,experiment1,10.039040088653564,rohe_test_stage,sdn,-10101966.147442335,-1
18,1,4,00:00:00:00:00:01,20,20098,aaltosea1,rohe_test_isntance,experiment1,10.029956102371216,rohe_test_stage,sdn,-2.011904748475218,-1
19,1,4,00:00:00:00:00:01,59,58608,aaltosea1,rohe_test_isntance,experiment1,10.0278799533844,rohe_test_stage,sdn,-0.4695973705785521,-1
22,1,4,00:00:00:00:00:01,45,45912,aaltosea1,rohe_test_isntance,experiment1,10.028203964233398,rohe_test_stage,sdn,-5.168763501529433,-1
23,1,4,00:00:00:00:00:01,6,4836,aaltosea1,rohe_test_isntance,experiment1,10.034535884857178,rohe_test_stage,sdn,-6.023809482642536,-1
25,1,4,00:00:00:00:00:01,2,2102,aaltosea1,rohe_test_isntance,experiment1,10.029335021972656,rohe_test_stage,sdn,-1.3093671524888792,-1
35,1,4,00:00:00:00:00:02,24,24302,aaltosea1,rohe_test_isntance,experiment1,10.033936023712158,rohe_test_stage,sdn,-0.9063357504261913,-1
38,1,4,00:00:00:00:00:03,3,2692,aaltosea1,rohe_test_isntance,experiment1,10.03098201751709,rohe_test_stage,sdn,-672637.9768522105,-1
39,1,4,00:00:00:00:00:03,6,6306,aaltosea1,rohe_test_isntance,experiment1,10.027284860610962,rohe_test_stage,sdn,-2.452380950503603,-1
41,1,4,00:00:00:00:00:03,2,84,aaltosea1,rohe_test_isntance,experiment1,10.03685212135315,rohe_test_stage,sdn,-586078.5555235292,-1
48,1,4,00:00:00:00:00:06,-850,-847728,aaltosea1,rohe_test_isntance,experiment1,12.029367923736572,rohe_test_stage,sdn,-0.30633220010072604,-1
51,1,4,00:00:00:00:00:06,22,23496,aaltosea1,rohe_test_isntance,experiment1,10.034116983413696,rohe_test_stage,sdn,-0.535284809799998,-1
88,2,2,00:00:00:00:00:02,7,5052,aaltosea1,rohe_test_isntance,experiment1,10.036526203155518,rohe_test_stage,sdn,-0.3828675632495462,-1
0,1,2,00:00:00:00:00:04,299,450618,aaltosea1,rohe_test_isntance,experiment1,10.027284860610962,rohe_test_stage,sdn,-2.4302897395002265,-1
3,1,2,00:00:00:00:00:04,376,567590,aaltosea1,rohe_test_isntance,experiment1,10.038284063339233,rohe_test_stage,sdn,-12308738.072591132,-1
6,1,2,00:00:00:00:00:04,1405,2124360,aaltosea1,rohe_test_isntance,experiment1,10.033936023712158,rohe_test_stage,sdn,-4.23392400929924,-1
12,1,3,00:00:00:00:00:04,2762,4174674,aaltosea1,rohe_test_isntance,experiment1,10.033936023712158,rohe_test_stage,sdn,-3.006067689745408,-1
13,1,3,00:00:00:00:00:04,1393,2104746,aaltosea1,rohe_test_isntance,experiment1,10.039145946502686,rohe_test_stage,sdn,-4.732602828620186,-1
14,1,3,00:00:00:00:00:04,2442,3690834,aaltosea1,rohe_test_isntance,experiment1,10.036088943481445,rohe_test_stage,sdn,-0.16602032227032293,-1
17,1,3,00:00:00:00:00:04,2633,3981096,aaltosea1,rohe_test_isntance,experiment1,10.032953262329102,rohe_test_stage,sdn,-0.35846554719165624,-1
24,1,4,00:00:00:00:00:01,9,8450,aaltosea1,rohe_test_isntance,experiment1,10.031291961669922,rohe_test_stage,sdn,-92026.38632930629,-1
25,1,4,00:00:00:00:00:01,9,8450,aaltosea1,rohe_test_isntance,experiment1,10.030467987060547,rohe_test_stage,sdn,-92026.38632940646,-1
27,1,4,00:00:00:00:00:02,22,21104,aaltosea1,rohe_test_isntance,experiment1,10.03017282485962,rohe_test_stage,sdn,-8.956349189232295,-1
34,1,4,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,10.03105092048645,rohe_test_stage,sdn,-0.7782099758867078,-1
36,1,4,00:00:00:00:00:03,3,2692,aaltosea1,rohe_test_isntance,experiment1,10.033684015274048,rohe_test_stage,sdn,-536215.4485972039,-1
38,1,4,00:00:00:00:00:03,20,20098,aaltosea1,rohe_test_isntance,experiment1,10.029956102371216,rohe_test_stage,sdn,-6.006624453601645,-1
42,1,4,00:00:00:00:00:03,28,29802,aaltosea1,rohe_test_isntance,experiment1,10.027384996414185,rohe_test_stage,sdn,-5.250847457494703,-1
43,1,4,00:00:00:00:00:03,6,6306,aaltosea1,rohe_test_isntance,experiment1,10.027284860610962,rohe_test_stage,sdn,-2.452380950503603,-1
44,1,4,00:00:00:00:00:03,4,4204,aaltosea1,rohe_test_isntance,experiment1,10.029335021972656,rohe_test_stage,sdn,-0.14608567631284286,-1
60,2,1,00:00:00:00:00:02,13,10436,aaltosea1,rohe_test_isntance,experiment1,10.036181926727295,rohe_test_stage,sdn,-175615.49523857076,-1
63,2,1,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,10.030368089675903,rohe_test_stage,sdn,-0.710531726129688,-1
67,2,1,00:00:00:00:00:07,34,31498,aaltosea1,rohe_test_isntance,experiment1,10.032624006271362,rohe_test_stage,sdn,-3.227636849128767,-1
74,2,1,00:00:00:00:00:08,0,0,aaltosea1,rohe_test_isntance,experiment1,10.029692888259888,rohe_test_stage,sdn,-1.6129964060044353,-1
76,2,1,00:00:00:00:00:08,9,6232,aaltosea1,rohe_test_isntance,experiment1,10.036526203155518,rohe_test_stage,sdn,-0.14792384256730173,-1
79,2,1,00:00:00:00:00:08,-809,-798096,aaltosea1,rohe_test_isntance,experiment1,14.032522201538086,rohe_test_stage,sdn,-152050.5657433726,-1
81,2,2,00:00:00:00:00:02,18,17074,aaltosea1,rohe_test_isntance,experiment1,10.030992269515991,rohe_test_stage,sdn,-0.49999999998056266,-1
84,2,2,00:00:00:00:00:02,0,0,aaltosea1,rohe_test_isntance,experiment1,10.031291961669922,rohe_test_stage,sdn,-2.6805141224315765,-1
88,2,2,00:00:00:00:00:02,3,2692,aaltosea1,rohe_test_isntance,experiment1,10.025811910629272,rohe_test_stage,sdn,-1.40653104371945,-1
1,1,2,00:00:00:00:00:04,-47485,-71764058,aaltosea1,rohe_test_isntance,experiment1,13.032610177993774,rohe_test_stage,sdn,-0.36805555555554914,-1
2,1,2,00:00:00:00:00:04,-47482,-71759522,aaltosea1,rohe_test_isntance,experiment1,13.034786939620972,rohe_test_stage,sdn,-0.33793462393417006,-1
6,1,2,00:00:00:00:00:04,128,193536,aaltosea1,rohe_test_isntance,experiment1,10.02776312828064,rohe_test_stage,sdn,-0.6968296963058078,-1
11,1,3,00:00:00:00:00:04,537,810474,aaltosea1,rohe_test_isntance,experiment1,10.034535884857178,rohe_test_stage,sdn,-2091190.6734677309,-1
12,1,3,00:00:00:00:00:04,514,776246,aaltosea1,rohe_test_isntance,experiment1,10.024753332138062,rohe_test_stage,sdn,-912260.6535834922,-1
15,1,3,00:00:00:00:00:04,776,1171842,aaltosea1,rohe_test_isntance,experiment1,10.038284063339233,rohe_test_stage,sdn,-0.649999999999987,-1
20,1,4,00:00:00:00:00:01,5,4246,aaltosea1,rohe_test_isntance,experiment1,10.033684015274048,rohe_test_stage,sdn,-8933.460758826315,-1
22,1,4,00:00:00:00:00:01,-848,-844156,aaltosea1,rohe_test_isntance,experiment1,12.029367923736572,rohe_test_stage,sdn,-206862.38739807412,-1
27,1,4,00:00:00:00:00:02,31,30102,aaltosea1,rohe_test_isntance,experiment1,10.027384996414185,rohe_test_stage,sdn,-1.7736614386163363,-1
30,1,4,00:00:00:00:00:02,19,19508,aaltosea1,rohe_test_isntance,experiment1,10.03896713256836,rohe_test_stage,sdn,-0.7858840317307756,-1
31,1,4,00:00:00:00:00:02,22,21652,aaltosea1,rohe_test_isntance,experiment1,10.03006911277771,rohe_test_stage,sdn,-20528.860630751395,-1
37,1,4,00:00:00:00:00:03,-858,-849160,aaltosea1,rohe_test_isntance,experiment1,17.050472021102905,rohe_test_stage,sdn,-5.0238095167667325,-1
42,1,4,00:00:00:00:00:03,3,2692,aaltosea1,rohe_test_isntance,experiment1,10.033684015274048,rohe_test_stage,sdn,-672637.9768511765,-1
47,1,4,00:00:00:00:00:06,58,57096,aaltosea1,rohe_test_isntance,experiment1,10.0278799533844,rohe_test_stage,sdn,-0.9905916379802315,-1
48,1,4,00:00:00:00:00:06,10,8666,aaltosea1,rohe_test_isntance,experiment1,10.024753332138062,rohe_test_stage,sdn,-0.10192655448674515,-1
58,2,1,00:00:00:00:00:02,2,2102,aaltosea1,rohe_test_isntance,experiment1,10.02776312828064,rohe_test_stage,sdn,-0.838832622828158,-1
59,2,1,00:00:00:00:00:02,4,4204,aaltosea1,rohe_test_isntance,experiment1,10.03006911277771,rohe_test_stage,sdn,-526533.8843213276,-1
60,2,1,00:00:00:00:00:02,20,21020,aaltosea1,rohe_test_isntance,experiment1,10.03476095199585,rohe_test_stage,sdn,-3.932249697063197,-1
62,2,1,00:00:00:00:00:02,-825,-811798,aaltosea1,rohe_test_isntance,experiment1,14.03606104850769,rohe_test_stage,sdn,-117920.64775996815,-1
65,2,1,00:00:00:00:00:07,-801,-792828,aaltosea1,rohe_test_isntance,experiment1,14.03606104850769,rohe_test_stage,sdn,-0.6687448468593753,-1
71,2,1,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,10.028505802154541,rohe_test_stage,sdn,-1.230155712055664,-1
72,2,1,00:00:00:00:00:08,2,2102,aaltosea1,rohe_test_isntance,experiment1,10.029961109161377,rohe_test_stage,sdn,-1.4709001689550676,-1
73,2,1,00:00:00:00:00:08,0,0,aaltosea1,rohe_test_isntance,experiment1,10.032953262329102,rohe_test_stage,sdn,-0.2504427844137056,-1
78,2,1,00:00:00:00:00:08,23,21694,aaltosea1,rohe_test_isntance,experiment1,10.03476095199585,rohe_test_stage,sdn,-0.9444205964157901,-1
83,2,2,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,10.027384996414185,rohe_test_stage,sdn,-1.5559668656751504,-1
85,2,2,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,10.030368089675903,rohe_test_stage,sdn,-2.784621819239364,-1
87,2,2,00:00:00:00:00:02,1,42,aaltosea1,rohe_test_isntance,experiment1,10.030220031738281,rohe_test_stage,sdn,-2.7384033664092504,-1
88,2,2,00:00:00:00:00:02,0,0,aaltosea1,rohe_test_isntance,experiment1,10.028505802154541,rohe_test_stage,sdn,-0.8892052612869032,-1
