,switch,in_port,eth_dst,packet_count,byte_count,userID,instanceID,runID,timestamp,stageID,appName,time,scores,anomaly
0,1,2,00:00:00:00:00:04,0.002795386511709808,0.002785994847637589,aaltosea1,rohe_test_isntance,experiment1,1700564173.767806,rohe_test_stage,sdn,13.040934085845947,0.4993866678362371,1
1,1,2,00:00:00:00:00:04,0.001892938897693256,0.0018831233150625353,aaltosea1,rohe_test_isntance,experiment1,1700564174.77138,rohe_test_stage,sdn,13.043375968933105,0.5,1
2,1,2,00:00:00:00:00:04,0.5267322592005634,0.5267307546412384,aaltosea1,rohe_test_isntance,experiment1,1700564192.846057,rohe_test_stage,sdn,10.040174007415771,0.16756853172318142,1
3,1,2,00:00:00:00:00:04,0.0014417150906849798,0.0014316875487750086,aaltosea1,rohe_test_isntance,experiment1,1700564177.786844,rohe_test_stage,sdn,13.047722101211548,0.3103691601539269,1
4,1,2,00:00:00:00:00:04,0.001408698714562423,0.001398655663436897,aaltosea1,rohe_test_isntance,experiment1,1700564178.789239,rohe_test_stage,sdn,13.04868483543396,0.1681783428841479,1
5,1,2,00:00:00:00:00:04,0.5296377002993484,0.5296335699263968,aaltosea1,rohe_test_isntance,experiment1,1700564167.743541,rohe_test_stage,sdn,10.028532981872559,0.4332125289172182,1
6,1,2,00:00:00:00:00:04,0.5257857897517169,0.5257798499702837,aaltosea1,rohe_test_isntance,experiment1,1700564198.863293,rohe_test_stage,sdn,10.030536890029907,0.167045431101003,1
7,1,2,00:00:00:00:00:04,0.5350193696073252,0.5350284720141648,aaltosea1,rohe_test_isntance,experiment1,1700564158.716491,rohe_test_stage,sdn,10.022341966629028,0.16741046786520863,1
8,1,2,00:00:00:00:00:04,0.5253345659447086,0.5253324048285917,aaltosea1,rohe_test_isntance,experiment1,1700564186.824959,rohe_test_stage,sdn,10.04246997833252,0.16753436000126953,1
9,1,3,00:00:00:00:00:04,0.5358140568159729,0.5358172651684819,aaltosea1,rohe_test_isntance,experiment1,1700564130.626892,rohe_test_stage,sdn,10.03793215751648,0.16731343667482346,1
10,1,3,00:00:00:00:00:04,0.5626003165699369,0.5626045631095199,aaltosea1,rohe_test_isntance,experiment1,1700564205.8836591,rohe_test_stage,sdn,10.027809143066406,0.1671030832864735,1
11,1,3,00:00:00:00:00:04,0.530038043931021,0.5300398638048759,aaltosea1,rohe_test_isntance,experiment1,1700564164.739122,rohe_test_stage,sdn,10.03119683265686,0.33351739136750647,1
12,1,3,00:00:00:00:00:04,0.5279720085529421,0.5279733317786629,aaltosea1,rohe_test_isntance,experiment1,1700564167.743541,rohe_test_stage,sdn,10.028532981872559,0.6001820045882351,1
13,1,3,00:00:00:00:00:04,0.5355474716058982,0.535550615874777,aaltosea1,rohe_test_isntance,experiment1,1700564129.621224,rohe_test_stage,sdn,10.03678011894226,0.33365650697545757,1
