,switch,in_port,eth_dst,packet_count,byte_count,userID,instanceID,runID,timestamp,stageID,appName,time,scores,anomaly
81,1,5,00:00:00:00:00:04,0.039643717602394685,0.039691933653329015,aaltosea1,rohe_test_isntance,experiment1,1700564406.559794,rohe_test_stage,sdn,10.02841591835022,0.16828821399284832,1
82,1,5,00:00:00:00:00:04,0.041724465211360154,0.041774042835922384,aaltosea1,rohe_test_isntance,experiment1,1700564412.5793889,rohe_test_stage,sdn,10.028790950775146,0.16682848278543028,1
83,1,5,00:00:00:00:00:04,0.010951303205081404,0.010980743872304648,aaltosea1,rohe_test_isntance,experiment1,1700564340.3404968,rohe_test_stage,sdn,10.033322811126709,0.16717819637157483,1
84,1,5,00:00:00:00:00:04,0.007848433963641674,0.007911357772234012,aaltosea1,rohe_test_isntance,experiment1,1700564353.38484,rohe_test_stage,sdn,10.039308071136475,0.3336938051637781,1
85,1,5,00:00:00:00:00:04,0.021756589034095056,0.02182861388746338,aaltosea1,rohe_test_isntance,experiment1,1700564398.534973,rohe_test_stage,sdn,10.039546966552734,0.16702315224413078,1
86,1,5,00:00:00:00:00:04,0.0246769365554501,0.024715358831166177,aaltosea1,rohe_test_isntance,experiment1,1700564373.453469,rohe_test_stage,sdn,10.035301923751831,0.33186678490862276,1
87,1,5,00:00:00:00:00:04,0.0213185369058918,0.021319247995815294,aaltosea1,rohe_test_isntance,experiment1,1700564370.4422998,rohe_test_stage,sdn,10.029680728912354,0.3355901458051427,1
88,1,5,00:00:00:00:00:04,0.006716799299116595,0.006743469044570772,aaltosea1,rohe_test_isntance,experiment1,1700564364.4203122,rohe_test_stage,sdn,10.030033349990845,0.1671594531735474,1
89,1,5,00:00:00:00:00:04,0.005037599474337446,0.005098683964169284,aaltosea1,rohe_test_isntance,experiment1,1700564356.397713,rohe_test_stage,sdn,10.037805795669556,0.33335122619312485,1
90,2,1,00:00:00:00:00:02,0.024691358024691357,0.01964276754804074,aaltosea1,rohe_test_isntance,experiment1,1700564371.443448,rohe_test_stage,sdn,10.029033899307251,0.3336667218766114,1
