,switch,in_port,eth_dst,packet_count,byte_count,userID,instanceID,runID,timestamp,stageID,appName,scores,anomaly
580,2,5,00:00:00:00:00:04,115,173880,aaltosea1,rohe_test_isntance,experiment1,1.0007688999176025,rohe_test_stage,sdn,-145469.5247384199,-1
591,2,5,00:00:00:00:00:04,102,154224,aaltosea1,rohe_test_isntance,experiment1,1.0022869110107422,rohe_test_stage,sdn,-578154.4529136395,-1
596,2,5,00:00:00:00:00:04,202,305424,aaltosea1,rohe_test_isntance,experiment1,1.0025250911712646,rohe_test_stage,sdn,-8.499999999999712,-1
599,2,5,00:00:00:00:00:04,122,184464,aaltosea1,rohe_test_isntance,experiment1,1.0026180744171143,rohe_test_stage,sdn,-1121446.693592688,-1
611,2,5,00:00:00:00:00:05,128,193536,aaltosea1,rohe_test_isntance,experiment1,1.00624418258667,rohe_test_stage,sdn,-0.4999999999943048,-1
1,1,1,00:00:00:00:00:04,135,204120,aaltosea1,rohe_test_isntance,experiment1,1.0010969638824463,rohe_test_stage,sdn,-2.9999999999998392,-1
2,1,1,00:00:00:00:00:04,119,179928,aaltosea1,rohe_test_isntance,experiment1,1.00624418258667,rohe_test_stage,sdn,-416837.91799217236,-1
16,1,1,00:00:00:00:00:04,173,260106,aaltosea1,rohe_test_isntance,experiment1,1.0025250911712646,rohe_test_stage,sdn,-1.56423611111104,-1
24,1,1,00:00:00:00:00:04,79,119448,aaltosea1,rohe_test_isntance,experiment1,1.0012009143829346,rohe_test_stage,sdn,-13.249999999990223,-1
44,1,2,00:00:00:00:00:04,132,199584,aaltosea1,rohe_test_isntance,experiment1,1.0024611949920654,rohe_test_stage,sdn,-1.7499999999995817,-1
48,1,2,00:00:00:00:00:04,165,249480,aaltosea1,rohe_test_isntance,experiment1,1.0025250911712646,rohe_test_stage,sdn,-0.764705882352902,-1
55,1,2,00:00:00:00:00:04,121,182952,aaltosea1,rohe_test_isntance,experiment1,1.0008580684661865,rohe_test_stage,sdn,-0.6500949179901179,-1
56,1,2,00:00:00:00:00:04,73,110376,aaltosea1,rohe_test_isntance,experiment1,1.0012009143829346,rohe_test_stage,sdn,-7.999999999990392,-1
63,1,2,00:00:00:00:00:04,120,181440,aaltosea1,rohe_test_isntance,experiment1,1.005669116973877,rohe_test_stage,sdn,-447675.6393097723,-1
84,1,3,00:00:00:00:00:04,233,352296,aaltosea1,rohe_test_isntance,experiment1,1.0063629150390625,rohe_test_stage,sdn,-1.4999999999932077,-1
