time,value,measurement
2023-08-03 07:15:03.646000+00:00,947851.0,factory_gas_resistance
2023-08-03 07:15:06.646000+00:00,953901.0,factory_gas_resistance
2023-08-03 07:15:09.645000+00:00,945851.0,factory_gas_resistance
2023-08-03 07:15:12.645000+00:00,945186.0,factory_gas_resistance
2023-08-03 07:15:15.645000+00:00,947851.0,factory_gas_resistance
2023-08-03 07:15:18.645000+00:00,943198.0,factory_gas_resistance
2023-08-03 07:15:21.645000+00:00,948519.0,factory_gas_resistance
2023-08-03 07:15:24.645000+00:00,947851.0,factory_gas_resistance
2023-08-03 07:15:27.645000+00:00,949188.0,factory_gas_resistance
2023-08-03 07:15:30.644000+00:00,949188.0,factory_gas_resistance
2023-08-03 07:15:33.644000+00:00,946517.0,factory_gas_resistance
2023-08-03 07:15:36.644000+00:00,944522.0,factory_gas_resistance
2023-08-03 07:15:39.643000+00:00,947183.0,factory_gas_resistance
2023-08-03 07:15:42.642000+00:00,947183.0,factory_gas_resistance
2023-08-03 07:15:45.642000+00:00,946517.0,factory_gas_resistance
2023-08-03 07:15:48.642000+00:00,945851.0,factory_gas_resistance
2023-08-03 07:15:51.642000+00:00,950530.0,factory_gas_resistance
2023-08-03 07:15:54.642000+00:00,947851.0,factory_gas_resistance
2023-08-03 07:15:57.642000+00:00,944522.0,factory_gas_resistance
2023-08-03 07:16:00.641000+00:00,949188.0,factory_gas_resistance
2023-08-03 07:16:03.641000+00:00,943860.0,factory_gas_resistance
2023-08-03 07:16:06.640000+00:00,944522.0,factory_gas_resistance
2023-08-03 07:16:09.640000+00:00,948519.0,factory_gas_resistance
2023-08-03 07:16:12.640000+00:00,939246.0,factory_gas_resistance
2023-08-03 07:16:15.641000+00:00,944522.0,factory_gas_resistance
2023-08-03 07:16:18.641000+00:00,947851.0,factory_gas_resistance
2023-08-03 07:16:21.640000+00:00,945186.0,factory_gas_resistance
2023-08-03 07:16:24.641000+00:00,946517.0,factory_gas_resistance
2023-08-03 07:16:27.640000+00:00,946517.0,factory_gas_resistance
2023-08-03 07:16:30.640000+00:00,945186.0,factory_gas_resistance
2023-08-03 07:16:33.639000+00:00,943860.0,factory_gas_resistance
2023-08-03 07:16:36.639000+00:00,943198.0,factory_gas_resistance
2023-08-03 07:16:39.638000+00:00,943860.0,factory_gas_resistance
2023-08-03 07:16:42.638000+00:00,947183.0,factory_gas_resistance
2023-08-03 07:16:45.637000+00:00,946517.0,factory_gas_resistance
2023-08-03 07:16:48.637000+00:00,945186.0,factory_gas_resistance
2023-08-03 07:16:51.636000+00:00,947851.0,factory_gas_resistance
2023-08-03 07:16:54.636000+00:00,941218.0,factory_gas_resistance
2023-08-03 07:16:57.636000+00:00,943860.0,factory_gas_resistance
2023-08-03 07:17:00.635000+00:00,939902.0,factory_gas_resistance
2023-08-03 07:17:03.635000+00:00,947851.0,factory_gas_resistance
2023-08-03 07:17:06.634000+00:00,945186.0,factory_gas_resistance
2023-08-03 07:17:09.634000+00:00,945186.0,factory_gas_resistance
2023-08-03 07:17:12.634000+00:00,947851.0,factory_gas_resistance
2023-08-03 07:17:15.634000+00:00,948519.0,factory_gas_resistance
2023-08-03 07:17:18.634000+00:00,941218.0,factory_gas_resistance
2023-08-03 07:17:21.634000+00:00,939902.0,factory_gas_resistance
2023-08-03 07:17:24.634000+00:00,947851.0,factory_gas_resistance
2023-08-03 07:17:27.633000+00:00,944522.0,factory_gas_resistance
2023-08-03 07:17:30.633000+00:00,943860.0,factory_gas_resistance
2023-08-03 07:17:33.634000+00:00,944522.0,factory_gas_resistance
2023-08-03 07:17:36.634000+00:00,946517.0,factory_gas_resistance
2023-08-03 07:17:39.634000+00:00,948519.0,factory_gas_resistance
2023-08-03 07:17:42.633000+00:00,945851.0,factory_gas_resistance
2023-08-03 07:17:45.633000+00:00,947183.0,factory_gas_resistance
2023-08-03 07:17:48.632000+00:00,945186.0,factory_gas_resistance
2023-08-03 07:17:51.632000+00:00,943198.0,factory_gas_resistance
2023-08-03 07:17:54.632000+00:00,949188.0,factory_gas_resistance
2023-08-03 07:17:57.632000+00:00,945186.0,factory_gas_resistance
2023-08-03 07:18:00.632000+00:00,942537.0,factory_gas_resistance
2023-08-03 07:18:03.631000+00:00,939902.0,factory_gas_resistance
2023-08-03 07:18:06.631000+00:00,941218.0,factory_gas_resistance
2023-08-03 07:18:09.630000+00:00,941218.0,factory_gas_resistance
2023-08-03 07:18:12.630000+00:00,943860.0,factory_gas_resistance
2023-08-03 07:18:15.629000+00:00,945851.0,factory_gas_resistance
2023-08-03 07:18:18.629000+00:00,943860.0,factory_gas_resistance
2023-08-03 07:18:21.629000+00:00,945851.0,factory_gas_resistance
2023-08-03 07:18:24.629000+00:00,945186.0,factory_gas_resistance
2023-08-03 07:18:27.628000+00:00,945851.0,factory_gas_resistance
2023-08-03 07:18:30.628000+00:00,944522.0,factory_gas_resistance
2023-08-03 07:18:33.627000+00:00,940559.0,factory_gas_resistance
2023-08-03 07:18:36.627000+00:00,946517.0,factory_gas_resistance
2023-08-03 07:18:39.628000+00:00,939246.0,factory_gas_resistance
2023-08-03 07:18:42.627000+00:00,939902.0,factory_gas_resistance
2023-08-03 07:18:45.627000+00:00,938590.0,factory_gas_resistance
2023-08-03 07:18:48.627000+00:00,945186.0,factory_gas_resistance
2023-08-03 07:18:51.627000+00:00,939902.0,factory_gas_resistance
2023-08-03 07:18:54.626000+00:00,943860.0,factory_gas_resistance
2023-08-03 07:18:57.626000+00:00,946517.0,factory_gas_resistance
2023-08-03 07:19:00.626000+00:00,945851.0,factory_gas_resistance
2023-08-03 07:19:03.626000+00:00,944522.0,factory_gas_resistance
2023-08-03 07:19:06.626000+00:00,944522.0,factory_gas_resistance
2023-08-03 07:19:09.626000+00:00,943860.0,factory_gas_resistance
2023-08-03 07:19:12.626000+00:00,941218.0,factory_gas_resistance
2023-08-03 07:19:15.626000+00:00,944522.0,factory_gas_resistance
2023-08-03 07:19:18.626000+00:00,943860.0,factory_gas_resistance
2023-08-03 07:19:21.626000+00:00,939902.0,factory_gas_resistance
2023-08-03 07:19:24.625000+00:00,945851.0,factory_gas_resistance
2023-08-03 07:19:27.626000+00:00,946517.0,factory_gas_resistance
2023-08-03 07:19:30.626000+00:00,943860.0,factory_gas_resistance
2023-08-03 07:19:33.625000+00:00,945186.0,factory_gas_resistance
2023-08-03 07:19:36.625000+00:00,945851.0,factory_gas_resistance
2023-08-03 07:19:39.624000+00:00,941218.0,factory_gas_resistance
2023-08-03 07:19:42.624000+00:00,942537.0,factory_gas_resistance
2023-08-03 07:19:45.624000+00:00,945186.0,factory_gas_resistance
2023-08-03 07:19:48.624000+00:00,943198.0,factory_gas_resistance
2023-08-03 07:19:51.623000+00:00,944522.0,factory_gas_resistance
2023-08-03 07:19:54.623000+00:00,941877.0,factory_gas_resistance
2023-08-03 07:19:57.622000+00:00,943198.0,factory_gas_resistance
2023-08-03 07:20:00.622000+00:00,942537.0,factory_gas_resistance
2023-08-03 07:20:03.621000+00:00,943860.0,factory_gas_resistance
2023-08-03 07:20:06.622000+00:00,941218.0,factory_gas_resistance
2023-08-03 07:20:09.622000+00:00,939902.0,factory_gas_resistance
2023-08-03 07:20:12.622000+00:00,946517.0,factory_gas_resistance
2023-08-03 07:20:15.621000+00:00,945851.0,factory_gas_resistance
2023-08-03 07:20:18.620000+00:00,943860.0,factory_gas_resistance
2023-08-03 07:20:21.620000+00:00,943198.0,factory_gas_resistance
2023-08-03 07:20:24.620000+00:00,941218.0,factory_gas_resistance
2023-08-03 07:20:27.620000+00:00,945186.0,factory_gas_resistance
2023-08-03 07:20:30.620000+00:00,944522.0,factory_gas_resistance
2023-08-03 07:20:33.619000+00:00,942537.0,factory_gas_resistance
2023-08-03 07:20:36.619000+00:00,936630.0,factory_gas_resistance
2023-08-03 07:20:39.619000+00:00,945186.0,factory_gas_resistance
2023-08-03 07:20:42.619000+00:00,938590.0,factory_gas_resistance
2023-08-03 07:20:45.619000+00:00,941218.0,factory_gas_resistance
2023-08-03 07:20:48.618000+00:00,942537.0,factory_gas_resistance
2023-08-03 07:20:51.618000+00:00,941877.0,factory_gas_resistance
2023-08-03 07:20:54.617000+00:00,937936.0,factory_gas_resistance
2023-08-03 07:20:57.617000+00:00,942537.0,factory_gas_resistance
2023-08-03 07:21:00.617000+00:00,941877.0,factory_gas_resistance
2023-08-03 07:21:03.616000+00:00,942537.0,factory_gas_resistance
2023-08-03 07:21:06.616000+00:00,941877.0,factory_gas_resistance
