,switch,in_port,eth_dst,packet_count,byte_count,userID,instanceID,runID,timestamp,stageID,appName,time,scores,anomaly
7,1,2,00:00:00:00:00:04,0.046660424469413236,0.04652988294887307,aaltosea1,rohe_test_isntance,experiment1,1700567307.0536718,rohe_test_stage,sdn,10.02350378036499,-0.11843586325835642,-1
11,1,3,00:00:00:00:00:04,0.30171309638168425,0.3016278661141842,aaltosea1,rohe_test_isntance,experiment1,1700567276.965377,rohe_test_stage,sdn,10.024554967880249,-3.868636911932035,-1
12,1,3,00:00:00:00:00:04,0.5413064361191162,0.5412771598306966,aaltosea1,rohe_test_isntance,experiment1,1700567267.941505,rohe_test_stage,sdn,10.022369861602783,-3.189183814266875,-1
14,1,3,00:00:00:00:00:04,0.5663624719820686,0.5663390472123432,aaltosea1,rohe_test_isntance,experiment1,1700567268.945926,rohe_test_stage,sdn,10.020915031433105,-0.015065076411616918,-1
20,1,4,00:00:00:00:00:01,0.1834862385321101,0.19325892282514756,aaltosea1,rohe_test_isntance,experiment1,1700567282.986689,rohe_test_stage,sdn,10.031350135803223,-0.08628889916852733,-1
32,1,4,00:00:00:00:00:02,0.027522935779816515,0.033682523113629584,aaltosea1,rohe_test_isntance,experiment1,1700567300.0379992,rohe_test_stage,sdn,10.025885343551636,-4.137943641107462,-1
34,1,4,00:00:00:00:00:02,0.5137614678899083,0.4953586340590516,aaltosea1,rohe_test_isntance,experiment1,1700567267.941505,rohe_test_stage,sdn,10.022369861602783,-0.21423175213191836,-1
35,1,4,00:00:00:00:00:02,0.22935779816513763,0.22177900387712496,aaltosea1,rohe_test_isntance,experiment1,1700567281.9834309,rohe_test_stage,sdn,10.028977870941162,-6.018867273857201,-1
36,1,4,00:00:00:00:00:03,0.39622641509433965,0.39678643160008925,aaltosea1,rohe_test_isntance,experiment1,1700567337.159263,rohe_test_stage,sdn,10.039326906204224,-0.6730277860262084,-1
37,1,4,00:00:00:00:00:03,0.7452830188679245,0.7353269359517964,aaltosea1,rohe_test_isntance,experiment1,1700567338.162553,rohe_test_stage,sdn,10.037576913833618,-2.028368932839239,-1
39,1,4,00:00:00:00:00:03,0.0660377358490566,0.07269582682436956,aaltosea1,rohe_test_isntance,experiment1,1700567263.9338381,rohe_test_stage,sdn,10.019651174545288,-4.006112272204927,-1
40,1,4,00:00:00:00:00:03,0.02830188679245283,0.02503161496689727,aaltosea1,rohe_test_isntance,experiment1,1700567301.041307,rohe_test_stage,sdn,10.026577949523926,-7.823162752136653,-1
