------------------------------------------------------------
Server listening on UDP port 12770
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 10.0.0.11 port 12770 connected with 10.0.0.9 port 41076
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec  5.06 MBytes  42.4 Mbits/sec   0.080 ms 5313/ 8921 (60%)
[  3] 0.00-1.00 sec  54 datagrams received out-of-order
[  3]  1.0- 2.0 sec  3.57 MBytes  29.9 Mbits/sec   0.005 ms 12143/14688 (83%)
[  3]  2.0- 3.0 sec  2.72 MBytes  22.8 Mbits/sec   0.040 ms 8420/10359 (81%)
[  3]  3.0- 4.0 sec  4.81 MBytes  40.3 Mbits/sec   0.003 ms 9929/13358 (74%)
[  3]  4.0- 5.0 sec  1.25 MBytes  10.5 Mbits/sec   0.004 ms 14103/14995 (94%)
[  3]  5.0- 6.0 sec  4.18 MBytes  35.1 Mbits/sec   0.016 ms 10252/13233 (77%)
[  3]  6.0- 7.0 sec  1.11 MBytes  9.30 Mbits/sec  12.195 ms 21198/21989 (96%)
[  3]  7.0- 8.0 sec  3.92 MBytes  32.9 Mbits/sec   0.001 ms 20598/23396 (88%)
[  3]  8.0- 9.0 sec  2.58 MBytes  21.6 Mbits/sec   0.005 ms 16275/18115 (90%)
[  3]  9.0-10.0 sec  1.71 MBytes  14.4 Mbits/sec   0.008 ms 27104/28325 (96%)
[  3] 10.0-11.0 sec  2.30 MBytes  19.3 Mbits/sec   0.057 ms 8784/10426 (84%)
[  3] 11.0-12.0 sec  6.08 MBytes  51.0 Mbits/sec   0.024 ms 10992/15330 (72%)
[  3] 12.0-13.0 sec  1.78 MBytes  14.9 Mbits/sec   0.139 ms 23234/24502 (95%)
[  3] 13.0-14.0 sec  4.48 MBytes  37.6 Mbits/sec   0.001 ms 12739/15934 (80%)
[  3] 14.0-15.0 sec  5.41 MBytes  45.4 Mbits/sec   0.006 ms 21527/25385 (85%)
[  3] 15.0-16.0 sec  1.77 MBytes  14.9 Mbits/sec   0.001 ms 10193/11456 (89%)
[  3] 16.0-17.0 sec  2.43 MBytes  20.3 Mbits/sec   0.001 ms 8003/ 9733 (82%)
[  3] 17.0-18.0 sec  4.18 MBytes  35.1 Mbits/sec   0.001 ms 12887/15868 (81%)
[  3] 18.0-19.0 sec  2.37 MBytes  19.9 Mbits/sec   0.012 ms 14443/16131 (90%)
[  3] 19.0-20.0 sec  2.43 MBytes  20.4 Mbits/sec   0.011 ms 11306/13037 (87%)
[  3] 20.0-21.0 sec  3.96 MBytes  33.3 Mbits/sec   0.045 ms 7873/10701 (74%)
[  3] 21.0-22.0 sec  3.17 MBytes  26.6 Mbits/sec   0.005 ms 16085/18343 (88%)
[  3] 22.0-23.0 sec  2.01 MBytes  16.9 Mbits/sec   0.004 ms 16915/18351 (92%)
[  3] 23.0-24.0 sec  4.90 MBytes  41.1 Mbits/sec   4.033 ms 16825/20323 (83%)
[  3] 24.0-25.0 sec  6.66 MBytes  55.9 Mbits/sec   0.019 ms 14246/18996 (75%)
[  3] 25.0-26.0 sec  3.85 MBytes  32.3 Mbits/sec   0.002 ms 10486/13229 (79%)
[  3] 26.0-27.0 sec  6.36 MBytes  53.3 Mbits/sec   0.001 ms 15984/20519 (78%)
[  3] 27.0-28.0 sec  4.78 MBytes  40.1 Mbits/sec   0.007 ms 2380/ 5790 (41%)
[  3] 28.0-29.0 sec  2.75 MBytes  23.1 Mbits/sec   0.001 ms 10295/12260 (84%)
[  3] 29.0-30.0 sec  7.18 MBytes  60.3 Mbits/sec   0.012 ms 14611/19736 (74%)
[  3] 30.0-31.0 sec  5.05 MBytes  42.3 Mbits/sec   0.005 ms 16889/20490 (82%)
[  3] 31.0-32.0 sec  2.39 MBytes  20.1 Mbits/sec   0.002 ms 7409/ 9114 (81%)
[  3] 32.0-33.0 sec  2.30 MBytes  19.3 Mbits/sec   0.003 ms 10668/12306 (87%)
[  3] 33.0-34.0 sec  3.53 MBytes  29.6 Mbits/sec   0.006 ms 11708/14226 (82%)
[  3] 34.0-35.0 sec  4.02 MBytes  33.7 Mbits/sec   0.002 ms 17674/20539 (86%)
[  3] 35.0-36.0 sec  3.71 MBytes  31.2 Mbits/sec   6.717 ms 6168/ 8817 (70%)
[  3] 36.0-37.0 sec  3.08 MBytes  25.8 Mbits/sec   0.001 ms 17900/20098 (89%)
[  3] 37.0-38.0 sec  3.82 MBytes  32.1 Mbits/sec   0.002 ms 19082/21808 (88%)
[  3] 38.0-39.0 sec  6.79 MBytes  56.9 Mbits/sec   0.031 ms 15869/20709 (77%)
[  3] 39.0-40.0 sec  4.78 MBytes  40.1 Mbits/sec   0.002 ms 20491/23903 (86%)
[  3] 40.0-41.0 sec  6.82 MBytes  57.2 Mbits/sec   0.008 ms 19139/24001 (80%)
[  3] 41.0-42.0 sec  4.11 MBytes  34.5 Mbits/sec   0.005 ms 11067/13998 (79%)
[  3] 42.0-43.0 sec  3.45 MBytes  29.0 Mbits/sec   0.020 ms 12458/14922 (83%)
[  3] 43.0-44.0 sec  3.83 MBytes  32.2 Mbits/sec   2.458 ms 13394/16129 (83%)
[  3] 44.0-45.0 sec  6.14 MBytes  51.5 Mbits/sec   0.001 ms 11934/16312 (73%)
[  3] 45.0-46.0 sec  2.91 MBytes  24.4 Mbits/sec   0.003 ms 19012/21089 (90%)
[  3] 46.0-47.0 sec   871 KBytes  7.14 Mbits/sec   0.008 ms 3636/ 4243 (86%)
[  3] 47.0-48.0 sec  1.08 MBytes  9.07 Mbits/sec   0.006 ms 17389/18160 (96%)
[  3] 48.0-49.0 sec   135 KBytes  1.11 Mbits/sec   0.004 ms 19385/19479 (1e+02%)
[  3] 49.0-50.0 sec  1.30 MBytes  10.9 Mbits/sec   0.017 ms 2949/ 3875 (76%)
[  3] 50.0-51.0 sec  9.08 MBytes  76.2 Mbits/sec   0.014 ms 10493/16971 (62%)
[  3] 51.0-52.0 sec  1.74 MBytes  14.6 Mbits/sec   0.001 ms 6032/ 7274 (83%)
[  3] 52.0-53.0 sec  2.16 MBytes  18.1 Mbits/sec   2.455 ms 4047/ 5585 (72%)
[  3] 53.0-54.0 sec  5.90 MBytes  49.5 Mbits/sec   2.351 ms 7879/12085 (65%)
[  3] 54.0-55.0 sec  3.89 MBytes  32.6 Mbits/sec   0.006 ms 31239/34012 (92%)
[  3] 55.0-56.0 sec   633 KBytes  5.19 Mbits/sec   0.007 ms 10528/10969 (96%)
[  3] 56.0-57.0 sec  1.89 MBytes  15.9 Mbits/sec   8.995 ms 7537/ 8886 (85%)
[  3] 57.0-58.0 sec  2.38 MBytes  20.0 Mbits/sec   0.001 ms 15398/17095 (90%)
[  3] 58.0-59.0 sec  1.68 MBytes  14.1 Mbits/sec   0.043 ms 10154/11349 (89%)
[  3] 59.0-60.0 sec  3.46 MBytes  29.0 Mbits/sec   0.066 ms 10765/13230 (81%)
[  3] 60.0-61.0 sec  2.67 MBytes  22.4 Mbits/sec   0.003 ms 16145/18053 (89%)
[  3] 61.0-62.0 sec  4.34 MBytes  36.4 Mbits/sec   0.021 ms 16275/19370 (84%)
[  3] 62.0-63.0 sec  7.98 MBytes  66.9 Mbits/sec   0.003 ms 13417/19110 (70%)
[  3] 63.0-64.0 sec  4.28 MBytes  35.9 Mbits/sec   0.004 ms 16464/19519 (84%)
[  3] 64.0-65.0 sec  2.21 MBytes  18.5 Mbits/sec   0.003 ms 17966/19541 (92%)
[  3] 65.0-66.0 sec  4.47 MBytes  37.5 Mbits/sec   0.014 ms 25391/28579 (89%)
[  3] 66.0-67.0 sec  2.62 MBytes  22.0 Mbits/sec   0.002 ms 13366/15234 (88%)
[  3] 67.0-68.0 sec  10.6 MBytes  89.1 Mbits/sec   0.003 ms 22975/30549 (75%)
[  3] 68.0-69.0 sec  6.48 MBytes  54.4 Mbits/sec   0.003 ms 24031/28656 (84%)
[  3] 69.0-70.0 sec  4.79 MBytes  40.2 Mbits/sec   0.002 ms 16184/19601 (83%)
[  3] 70.0-71.0 sec  6.95 MBytes  58.3 Mbits/sec   0.003 ms 18008/22963 (78%)
[  3] 71.0-72.0 sec  1.91 MBytes  16.0 Mbits/sec   0.004 ms 9224/10588 (87%)
[  3] 72.0-73.0 sec  1.67 MBytes  14.0 Mbits/sec   0.002 ms 19066/20258 (94%)
[  3] 73.0-74.0 sec  4.95 MBytes  41.5 Mbits/sec   0.014 ms 12530/16059 (78%)
[  3] 74.0-75.0 sec  2.25 MBytes  18.8 Mbits/sec   6.531 ms 6970/ 8572 (81%)
[  3] 75.0-76.0 sec  1.58 MBytes  13.2 Mbits/sec   0.007 ms 10117/11241 (90%)
[  3] 76.0-77.0 sec  2.65 MBytes  22.2 Mbits/sec   0.006 ms 10997/12886 (85%)
[  3] 77.0-78.0 sec  2.92 MBytes  24.5 Mbits/sec   0.006 ms 8847/10932 (81%)
[  3] 78.0-79.0 sec  3.02 MBytes  25.3 Mbits/sec   0.008 ms 11480/13631 (84%)
[  3] 79.0-80.0 sec   556 KBytes  4.55 Mbits/sec   0.004 ms  621/ 1008 (62%)
[  3] 80.0-81.0 sec  1.69 MBytes  14.2 Mbits/sec   0.005 ms 15159/16368 (93%)
[  3] 81.0-82.0 sec  2.53 MBytes  21.3 Mbits/sec   5.967 ms 9131/10939 (83%)
[  3] 82.0-83.0 sec  2.64 MBytes  22.2 Mbits/sec   0.033 ms 10738/12622 (85%)
[  3] 83.0-84.0 sec  2.76 MBytes  23.2 Mbits/sec   0.008 ms  321/ 2293 (14%)
[  3] 84.0-85.0 sec  2.30 MBytes  19.3 Mbits/sec   0.022 ms 7422/ 9064 (82%)
[  3] 85.0-86.0 sec  2.03 MBytes  17.0 Mbits/sec   0.025 ms 2660/ 4108 (65%)
[  3] 86.0-87.0 sec  1.69 MBytes  14.2 Mbits/sec   0.006 ms 10063/11267 (89%)
[  3] 87.0-88.0 sec  1.02 MBytes  8.57 Mbits/sec   0.002 ms 3668/ 4397 (83%)
[  3] 88.0-89.0 sec   264 KBytes  2.16 Mbits/sec   0.007 ms 10261/10445 (98%)
[  3] 89.0-90.0 sec   591 KBytes  4.85 Mbits/sec   0.000 ms 9121/ 9533 (96%)
[  3] 90.0-91.0 sec   477 KBytes  3.90 Mbits/sec   0.005 ms 10234/10566 (97%)
[  3] 91.0-92.0 sec   134 KBytes  1.09 Mbits/sec   0.007 ms 9197/ 9290 (99%)
[  3] 92.0-93.0 sec  1.42 MBytes  11.9 Mbits/sec   0.006 ms 15363/16379 (94%)
[  3] 93.0-94.0 sec  1.75 MBytes  14.7 Mbits/sec   0.001 ms 12306/13556 (91%)
[  3] 94.0-95.0 sec   441 KBytes  3.61 Mbits/sec   0.004 ms 5332/ 5639 (95%)
[  3] 95.0-96.0 sec  1.77 MBytes  14.9 Mbits/sec   0.020 ms 6372/ 7635 (83%)
[  3] 96.0-97.0 sec  1.96 MBytes  16.4 Mbits/sec   0.002 ms 13493/14889 (91%)
[  3] 97.0-98.0 sec  2.84 MBytes  23.8 Mbits/sec   0.013 ms 10209/12236 (83%)
[  3] 98.0-99.0 sec   352 KBytes  2.88 Mbits/sec   0.003 ms  864/ 1109 (78%)
[  3] 99.0-100.0 sec  2.73 MBytes  22.9 Mbits/sec   0.008 ms 4814/ 6758 (71%)
[  3] 100.0-101.0 sec  1.28 MBytes  10.8 Mbits/sec   0.054 ms 16090/17006 (95%)
[  3] 101.0-102.0 sec  3.14 MBytes  26.4 Mbits/sec   0.002 ms 14201/16444 (86%)
[  3] 102.0-103.0 sec  5.31 MBytes  44.5 Mbits/sec   0.003 ms 9241/13029 (71%)
[  3] 103.0-104.0 sec  5.28 MBytes  44.3 Mbits/sec   0.004 ms 3662/ 7429 (49%)
[  3] 104.0-105.0 sec  3.53 MBytes  29.6 Mbits/sec   2.433 ms 4427/ 6945 (64%)
[  3] 105.0-106.0 sec  2.60 MBytes  21.8 Mbits/sec   0.013 ms 7172/ 9024 (79%)
[  3] 106.0-107.0 sec  2.63 MBytes  22.1 Mbits/sec   0.001 ms 12670/14548 (87%)
[  3] 107.0-108.0 sec  2.45 MBytes  20.5 Mbits/sec   0.000 ms 7587/ 9332 (81%)
[  3] 108.0-109.0 sec  3.11 MBytes  26.1 Mbits/sec   0.002 ms 9004/11223 (80%)
[  3] 109.0-110.0 sec  4.98 MBytes  41.8 Mbits/sec   0.001 ms 14206/17758 (80%)
[  3] 110.0-111.0 sec  2.15 MBytes  18.0 Mbits/sec   0.710 ms 3614/ 5146 (70%)
[  3] 111.0-112.0 sec  3.38 MBytes  28.3 Mbits/sec   2.365 ms 4854/ 7263 (67%)
[  3] 112.0-113.0 sec  2.43 MBytes  20.3 Mbits/sec   0.005 ms 13438/15168 (89%)
[  3] 113.0-114.0 sec  7.96 MBytes  66.8 Mbits/sec   0.018 ms 14420/20100 (72%)
[  3] 114.0-115.0 sec  3.39 MBytes  28.4 Mbits/sec   4.772 ms 4182/ 6599 (63%)
[  3] 115.0-116.0 sec  2.34 MBytes  19.7 Mbits/sec   0.011 ms 11998/13670 (88%)
[  3] 116.0-117.0 sec  4.40 MBytes  36.9 Mbits/sec   0.007 ms 3983/ 7121 (56%)
[  3] 117.0-118.0 sec  4.21 MBytes  35.3 Mbits/sec   0.004 ms 7539/10542 (72%)
[  3] 118.0-119.0 sec   810 KBytes  6.63 Mbits/sec   0.003 ms 4247/ 4811 (88%)
[  3] 119.0-120.0 sec  1.52 MBytes  12.7 Mbits/sec   0.031 ms 4206/ 5290 (80%)
[  3] 120.0-121.0 sec  2.55 MBytes  21.4 Mbits/sec   0.002 ms 9480/11300 (84%)
[  3] 121.0-122.0 sec  2.87 MBytes  24.1 Mbits/sec   9.500 ms 8856/10903 (81%)
[  3] 122.0-123.0 sec  1.51 MBytes  12.6 Mbits/sec   0.016 ms 7790/ 8864 (88%)
