,index,Unnamed: 0,switch,in_port,eth_dst,packet_count,byte_count,userID,instanceID,runID,timestamp,stageID,appName,runtime,packet_count_shifted,packet_count_Average,byte_count_shifted,byte_count_Average,byte_count_Average_norm,packet_count_Average_norm
0,5456,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834568,rohe_test_stage,sdn,10,0,0.0,0,0.0,0.0,0.0
1,5457,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834569,rohe_test_stage,sdn,11,0,0.0,0,0.0,0.0,0.0
2,5458,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834570,rohe_test_stage,sdn,12,0,0.0,0,0.0,0.0,0.0
3,5459,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834571,rohe_test_stage,sdn,13,0,0.0,0,0.0,0.0,0.0
4,5460,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834572,rohe_test_stage,sdn,14,0,0.0,0,0.0,0.0,0.0
5,5461,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834573,rohe_test_stage,sdn,15,0,0.0,0,0.0,0.0,0.0
6,5462,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834574,rohe_test_stage,sdn,16,0,0.0,0,0.0,0.0,0.0
7,5463,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834575,rohe_test_stage,sdn,17,0,0.0,0,0.0,0.0,0.0
8,5464,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834576,rohe_test_stage,sdn,18,0,0.0,0,0.0,0.0,0.0
9,5465,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834577,rohe_test_stage,sdn,19,0,0.0,0,0.0,0.0,0.0
10,5466,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834578,rohe_test_stage,sdn,20,0,0.0,0,0.0,0.0,0.0
11,5467,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834579,rohe_test_stage,sdn,21,0,0.0,0,0.0,0.0,0.0
12,5468,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834580,rohe_test_stage,sdn,22,0,0.0,0,0.0,0.0,0.0
13,5469,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834581,rohe_test_stage,sdn,23,0,0.0,0,0.0,0.0,0.0
14,5470,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834582,rohe_test_stage,sdn,24,0,0.0,0,0.0,0.0,0.0
15,5471,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834583,rohe_test_stage,sdn,25,0,0.0,0,0.0,0.0,0.0
16,5472,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834584,rohe_test_stage,sdn,26,0,0.0,0,0.0,0.0,0.0
17,5473,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834585,rohe_test_stage,sdn,27,0,0.0,0,0.0,0.0,0.0
18,5474,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834586,rohe_test_stage,sdn,28,0,0.0,0,0.0,0.0,0.0
19,5475,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834587,rohe_test_stage,sdn,29,0,0.0,0,0.0,0.0,0.0
20,5476,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834588,rohe_test_stage,sdn,30,0,0.0,0,0.0,0.0,0.0
21,5477,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834589,rohe_test_stage,sdn,31,0,0.0,0,0.0,0.0,0.0
22,5478,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834590,rohe_test_stage,sdn,32,0,0.0,0,0.0,0.0,0.0
23,5479,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834591,rohe_test_stage,sdn,33,0,0.0,0,0.0,0.0,0.0
24,5480,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834592,rohe_test_stage,sdn,34,0,0.0,0,0.0,0.0,0.0
25,5481,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834593,rohe_test_stage,sdn,35,0,0.0,0,0.0,0.0,0.0
26,5482,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834594,rohe_test_stage,sdn,36,0,0.0,0,0.0,0.0,0.0
27,5483,4,2,2,00:00:00:00:00:07,0,0,aaltosea1,rohe_test_isntance,experiment1,1700834595,rohe_test_stage,sdn,37,0,0.0,0,0.0,0.0,0.0
