,index,Unnamed: 0,switch,in_port,eth_dst,packet_count,byte_count,userID,instanceID,runID,timestamp,stageID,appName,runtime,packet_count_shifted,packet_count_Average,byte_count_shifted,byte_count_Average,byte_count_Average_norm,packet_count_Average_norm
0,7350,4,2,5,00:00:00:00:00:04,98,148176,aaltosea1,rohe_test_isntance,experiment1,1700834523,rohe_test_stage,sdn,10,0,592.5,0,602522.1000000001,0.07786236830709127,0.2932681626305265
1,7351,4,2,5,00:00:00:00:00:04,98,148176,aaltosea1,rohe_test_isntance,experiment1,1700834524,rohe_test_stage,sdn,11,0,580.5999999999999,0,629729.7,0.09784938771957082,0.280048878027105
2,7352,4,2,5,00:00:00:00:00:04,234,353808,aaltosea1,rohe_test_isntance,experiment1,1700834525,rohe_test_stage,sdn,12,136,568.3,205632,656332.5,0.11739211401760205,0.2663852477227282
3,7353,4,2,5,00:00:00:00:00:04,234,353808,aaltosea1,rohe_test_isntance,experiment1,1700834526,rohe_test_stage,sdn,13,136,555.8,205632,676740.3,0.132383921261387,0.25249944456787377
4,7354,4,2,5,00:00:00:00:00:04,234,353808,aaltosea1,rohe_test_isntance,experiment1,1700834527,rohe_test_stage,sdn,14,136,540.5999999999999,205632,695640.3,0.14626808108790113,0.23561430793157065
5,7355,4,2,5,00:00:00:00:00:04,234,353808,aaltosea1,rohe_test_isntance,experiment1,1700834528,rohe_test_stage,sdn,15,136,523.3,205632,707433.8999999999,0.15493179681964583,0.21639635636525212
6,7356,4,2,5,00:00:00:00:00:04,368,556416,aaltosea1,rohe_test_isntance,experiment1,1700834529,rohe_test_stage,sdn,16,270,503.39999999999986,408240,715901.1000000001,0.1611519004219243,0.19429015774272368
7,7357,4,2,5,00:00:00:00:00:04,368,556416,aaltosea1,rohe_test_isntance,experiment1,1700834530,rohe_test_stage,sdn,17,270,487.20000000000005,408240,716203.5,0.16137404697914845,0.1762941568540325
8,7358,4,2,5,00:00:00:00:00:04,368,556416,aaltosea1,rohe_test_isntance,experiment1,1700834531,rohe_test_stage,sdn,18,270,471.0999999999999,408240,706375.5,0.15415428386936111,0.15840924239057977
9,7359,4,2,5,00:00:00:00:00:04,368,556416,aaltosea1,rohe_test_isntance,experiment1,1700834532,rohe_test_stage,sdn,19,270,461.89999999999986,408240,709248.3,0.15626467616299128,0.1481892912686068
10,7360,4,2,5,00:00:00:00:00:04,532,804384,aaltosea1,rohe_test_isntance,experiment1,1700834533,rohe_test_stage,sdn,20,434,451.20000000000005,656208,714540.3,0.16015224091441524,0.13630304376805158
11,7361,4,2,5,00:00:00:00:00:04,532,804384,aaltosea1,rohe_test_isntance,experiment1,1700834534,rohe_test_stage,sdn,21,434,448.39999999999986,656208,711969.8999999999,0.1582639951780092,0.133192623861364
12,7362,4,2,5,00:00:00:00:00:04,532,804384,aaltosea1,rohe_test_isntance,experiment1,1700834535,rohe_test_stage,sdn,22,298,448.0,450576,712730.1000000001,0.15882244693992026,0.1327482781604088
13,7363,4,2,5,00:00:00:00:00:04,532,804384,aaltosea1,rohe_test_isntance,experiment1,1700834536,rohe_test_stage,sdn,23,298,448.5,450576,704720.7,0.1529386485423285,0.13330371028660298
14,7364,5,2,5,00:00:00:00:00:04,688,1040256,aaltosea1,rohe_test_isntance,experiment1,1700834537,rohe_test_stage,sdn,24,454,451.29999999999995,686448,707748.8999999999,0.15516319948342105,0.13641413019329032
15,7365,5,2,5,00:00:00:00:00:04,688,1040256,aaltosea1,rohe_test_isntance,experiment1,1700834538,rohe_test_stage,sdn,25,454,458.5999999999999,686448,718488.3,0.1630524876337315,0.14452343923572528
16,7366,5,2,5,00:00:00:00:00:04,688,1040256,aaltosea1,rohe_test_isntance,experiment1,1700834539,rohe_test_stage,sdn,26,320,466.70000000000005,483840,726506.1000000001,0.16894245676902386,0.15352143968007115
17,7367,5,2,5,00:00:00:00:00:04,831,1255550,aaltosea1,rohe_test_isntance,experiment1,1700834540,rohe_test_stage,sdn,27,463,473.89999999999986,699134,729685.5,0.17127808098872851,0.1615196622972671
18,7368,6,2,5,00:00:00:00:00:04,2222,3357272,aaltosea1,rohe_test_isntance,experiment1,1700834541,rohe_test_stage,sdn,28,1854,479.0999999999999,2800856,736644.8999999999,0.17639053717373598,0.16729615640968662
19,7369,6,2,5,00:00:00:00:00:04,4377,6615632,aaltosea1,rohe_test_isntance,experiment1,1700834542,rohe_test_stage,sdn,29,4009,480.70000000000005,6059216,740126.7,0.17894830795066494,0.16907353921350815
20,7370,6,2,5,00:00:00:00:00:04,5626,8501180,aaltosea1,rohe_test_isntance,experiment1,1700834543,rohe_test_stage,sdn,30,5094,485.5,7696796,741340.5,0.17983997954841222,0.17440568762497222
21,7371,6,2,5,00:00:00:00:00:04,5626,8501180,aaltosea1,rohe_test_isntance,experiment1,1700834544,rohe_test_stage,sdn,31,5094,490.20000000000005,7696796,739681.5,0.1786212588525293,0.17962674961119754
22,7372,6,2,5,00:00:00:00:00:04,5626,8501180,aaltosea1,rohe_test_isntance,experiment1,1700834545,rohe_test_stage,sdn,32,5094,494.89999999999986,7696796,735141.3,0.17528597512531563,0.18484781159742264
23,7373,6,2,5,00:00:00:00:00:04,5626,8501180,aaltosea1,rohe_test_isntance,experiment1,1700834546,rohe_test_stage,sdn,33,5094,498.5,7696796,746930.7,0.18394660548821,0.18884692290602087
24,7374,6,2,5,00:00:00:00:00:04,5626,8501180,aaltosea1,rohe_test_isntance,experiment1,1700834547,rohe_test_stage,sdn,34,4938,499.29999999999995,7460924,740424.8999999999,0.1791673691390388,0.1897356143079315
25,7375,6,2,5,00:00:00:00:00:04,5626,8501180,aaltosea1,rohe_test_isntance,experiment1,1700834548,rohe_test_stage,sdn,35,4938,495.39999999999986,7460924,731348.7,0.17249988705346173,0.1854032437236168
26,7376,6,2,5,00:00:00:00:00:04,5626,8501180,aaltosea1,rohe_test_isntance,experiment1,1700834549,rohe_test_stage,sdn,36,4938,491.29999999999995,7460924,730437.3,0.17183036201293878,0.18084870028882466
27,7377,6,2,5,00:00:00:00:00:04,5626,8501180,aaltosea1,rohe_test_isntance,experiment1,1700834550,rohe_test_stage,sdn,37,4795,485.0999999999999,7245630,733759.5,0.1742708887735549,0.17396134192401677
28,7378,6,2,5,00:00:00:00:00:04,5626,8501180,aaltosea1,rohe_test_isntance,experiment1,1700834551,rohe_test_stage,sdn,38,3404,480.5999999999999,5143908,730882.5,0.1721574111110744,0.16896245278826916
29,7379,6,2,5,00:00:00:00:00:04,5626,8501180,aaltosea1,rohe_test_isntance,experiment1,1700834553,rohe_test_stage,sdn,40,1249,478.29999999999995,1885548,727249.5,0.16948856705553336,0.16640746500777598
30,7380,6,2,5,00:00:00:00:00:04,5626,8501180,aaltosea1,rohe_test_isntance,experiment1,1700834554,rohe_test_stage,sdn,41,0,442.29999999999995,0,667567.5,0.12564547569225212,0.1264163519217951
31,7381,6,2,5,00:00:00:00:00:04,5626,8501180,aaltosea1,rohe_test_isntance,experiment1,1700834555,rohe_test_stage,sdn,42,0,435.5,0,656991.8999999999,0.11787651692710481,0.11886247500555432
32,7382,6,2,5,00:00:00:00:00:04,5626,8501180,aaltosea1,rohe_test_isntance,experiment1,1700834556,rohe_test_stage,sdn,43,0,425.79999999999995,0,642325.5,0.10710240890172992,0.10808709175738719
33,7383,6,2,5,00:00:00:00:00:04,5626,8501180,aaltosea1,rohe_test_isntance,experiment1,1700834557,rohe_test_stage,sdn,44,0,416.5,0,628263.8999999999,0.09677259399080336,0.09775605421017551
34,7384,8,2,5,00:00:00:00:00:04,5742,8676572,aaltosea1,rohe_test_isntance,experiment1,1700834558,rohe_test_stage,sdn,45,116,408.5999999999999,175392,616319.1000000001,0.08799780498044657,0.08898022661630738
