,index,Unnamed: 0,switch,in_port,eth_dst,packet_count,byte_count,userID,instanceID,runID,timestamp,stageID,appName,runtime,packet_count_shifted,packet_count_Average,byte_count_shifted,byte_count_Average,byte_count_Average_norm,packet_count_Average_norm
0,1186,6,1,4,00:00:00:00:00:01,10,8666,aaltosea1,rohe_test_isntance,experiment1,1700834502,rohe_test_stage,sdn,10,10,8.399999999999999,8666,5829.799999999998,0.08921325051759826,0.2085308056872037
1,1187,6,1,4,00:00:00:00:00:01,11,10178,aaltosea1,rohe_test_isntance,experiment1,1700834503,rohe_test_stage,sdn,11,8,8.399999999999999,6564,5973.599999999998,0.09665631469979284,0.2085308056872037
2,1188,6,1,4,00:00:00:00:00:01,11,10178,aaltosea1,rohe_test_isntance,experiment1,1700834504,rohe_test_stage,sdn,12,8,8.2,6564,5704.400000000001,0.08272256728778472,0.19905213270142175
3,1189,6,1,4,00:00:00:00:00:01,11,10178,aaltosea1,rohe_test_isntance,experiment1,1700834505,rohe_test_stage,sdn,13,8,8.100000000000001,6564,5371.999999999999,0.06551759834368526,0.19431279620853087
4,1190,6,1,4,00:00:00:00:00:01,11,10178,aaltosea1,rohe_test_isntance,experiment1,1700834506,rohe_test_stage,sdn,14,8,8.0,6564,5157.599999999998,0.05442028985507235,0.1895734597156398
5,1191,6,1,4,00:00:00:00:00:01,11,10178,aaltosea1,rohe_test_isntance,experiment1,1700834507,rohe_test_stage,sdn,15,1,7.699999999999999,1512,5363.599999999998,0.06508281573498953,0.17535545023696678
6,1192,7,1,4,00:00:00:00:00:01,14,12870,aaltosea1,rohe_test_isntance,experiment1,1700834508,rohe_test_stage,sdn,16,4,7.300000000000001,4204,5510.599999999998,0.07269151138716345,0.15639810426540288
7,1193,7,1,4,00:00:00:00:00:01,14,12870,aaltosea1,rohe_test_isntance,experiment1,1700834509,rohe_test_stage,sdn,17,4,7.0,4204,5657.599999999998,0.08030020703933737,0.14218009478672985
8,1194,7,1,4,00:00:00:00:00:01,14,12870,aaltosea1,rohe_test_isntance,experiment1,1700834510,rohe_test_stage,sdn,18,4,6.800000000000001,4204,5745.599999999998,0.084855072463768,0.1327014218009479
9,1195,7,1,4,00:00:00:00:00:01,17,15014,aaltosea1,rohe_test_isntance,experiment1,1700834511,rohe_test_stage,sdn,19,7,6.600000000000001,6348,5951.599999999998,0.09551759834368519,0.12322274881516594
10,1196,7,1,4,00:00:00:00:00:01,17,15014,aaltosea1,rohe_test_isntance,experiment1,1700834512,rohe_test_stage,sdn,20,7,6.399999999999999,6348,6006.400000000001,0.09835403726708078,0.11374407582938381
11,1197,8,1,4,00:00:00:00:00:01,17,15014,aaltosea1,rohe_test_isntance,experiment1,1700834513,rohe_test_stage,sdn,21,6,5.899999999999999,4836,5766.2,0.08592132505175984,0.09004739336492884
12,1198,8,1,4,00:00:00:00:00:01,17,15014,aaltosea1,rohe_test_isntance,experiment1,1700834514,rohe_test_stage,sdn,22,6,5.5,4836,5820.999999999999,0.08875776397515524,0.07109004739336493
13,1199,8,1,4,00:00:00:00:00:01,21,19218,aaltosea1,rohe_test_isntance,experiment1,1700834515,rohe_test_stage,sdn,23,10,5.100000000000001,9040,5938.999999999999,0.09486542443064179,0.052132701421801014
14,1200,8,1,4,00:00:00:00:00:01,21,19218,aaltosea1,rohe_test_isntance,experiment1,1700834516,rohe_test_stage,sdn,24,10,4.699999999999999,9040,5820.999999999999,0.08875776397515524,0.03317535545023693
15,1201,8,1,4,00:00:00:00:00:01,21,19218,aaltosea1,rohe_test_isntance,experiment1,1700834517,rohe_test_stage,sdn,25,10,4.600000000000001,9040,5492.799999999998,0.07177018633540365,0.028436018957346036
16,1202,8,1,4,00:00:00:00:00:01,21,19218,aaltosea1,rohe_test_isntance,experiment1,1700834518,rohe_test_stage,sdn,26,7,4.5,6348,5492.799999999998,0.07177018633540365,0.023696682464454975
17,1203,8,1,4,00:00:00:00:00:01,23,21320,aaltosea1,rohe_test_isntance,experiment1,1700834519,rohe_test_stage,sdn,27,9,4.399999999999999,8450,5492.799999999998,0.07177018633540365,0.018957345971563913
18,1204,8,1,4,00:00:00:00:00:01,31,28806,aaltosea1,rohe_test_isntance,experiment1,1700834520,rohe_test_stage,sdn,28,17,4.300000000000001,15936,5433.799999999998,0.06871635610766039,0.014218009478673018
19,1205,8,1,4,00:00:00:00:00:01,62,60926,aaltosea1,rohe_test_isntance,experiment1,1700834521,rohe_test_stage,sdn,29,45,4.199999999999999,45912,5374.799999999998,0.06566252587991711,0.009478672985781957
20,1206,8,1,4,00:00:00:00:00:01,76,73622,aaltosea1,rohe_test_isntance,experiment1,1700834522,rohe_test_stage,sdn,30,59,4.0,58608,5618.2,0.0782608695652174,0.0
